entry,at,order
"Uncalled bet of 41 returned to ""Uncle Tai @ o1TuvDhUXn""",2020-08-19T02:45:15.299Z,159780511529984
"""Aiden @ 9E_m9T7j79"" folds",2020-08-19T02:45:14.295Z,159780511429589
"""Uncle Tai @ o1TuvDhUXn"" bets 41",2020-08-19T02:45:10.697Z,159780511069786
"flop:  [2♠, 8♦, 2♥]",2020-08-19T02:45:06.291Z,159780510629300
"""SeñorMula @ JRNOhdXQZ-"" folds",2020-08-19T02:45:05.281Z,159780510528312
"""Aiden @ 9E_m9T7j79"" calls 28",2020-08-19T02:45:04.356Z,159780510435711
"""Katelyn @ n8SGnipovE"" folds",2020-08-19T02:44:54.485Z,159780509448611
"""Uncle Tai @ o1TuvDhUXn"" raises to 28",2020-08-19T02:44:52.327Z,159780509232782
"""SeñorMula @ JRNOhdXQZ-"" calls 6",2020-08-19T02:44:45.302Z,159780508530388
"""Henny @ 4GTmzMPiEd"" folds",2020-08-19T02:44:44.266Z,159780508426728
"""Aiden @ 9E_m9T7j79"" calls 6",2020-08-19T02:44:42.120Z,159780508212094
"""Khinito @ AftJNm6axT"" folds",2020-08-19T02:44:38.659Z,159780507866100
"""DDD @ -3THqVx4eY"" folds",2020-08-19T02:44:37.626Z,159780507762675
"""Katelyn @ n8SGnipovE"" posts a big blind of 6",2020-08-19T02:44:36.438Z,159780507644048
"""Uncle Tai @ o1TuvDhUXn"" posts a small blind of 2",2020-08-19T02:44:36.438Z,159780507644047
"Your hand is 6♦, A♦",2020-08-19T02:44:36.438Z,159780507644045
"Player stacks: #1 ""Henny @ 4GTmzMPiEd"" (70) | #2 ""SeñorMula @ JRNOhdXQZ-"" (199) | #6 ""Uncle Tai @ o1TuvDhUXn"" (377) | #7 ""Katelyn @ n8SGnipovE"" (693) | #8 ""DDD @ -3THqVx4eY"" (248) | #9 ""Khinito @ AftJNm6axT"" (524) | #10 ""Aiden @ 9E_m9T7j79"" (889)",2020-08-19T02:44:36.438Z,159780507644032
"-- starting hand #35  (Texas Hold'em) (dealer: ""SeñorMula @ JRNOhdXQZ-"") --",2020-08-19T02:44:36.438Z,159780507644027
"""DDD @ -3THqVx4eY"" shows a 7♦, 6♥.",2020-08-19T02:44:32.302Z,159780507230296
"Undealt cards: 9♦, 8♦, 8♥ [A♠, 7♥]",2020-08-19T02:44:31.618Z,159780507162018
"""SeñorMula @ JRNOhdXQZ-"" shows a K♠, K♦.",2020-08-19T02:44:29.680Z,159780506968108
"-- ending hand #34 --",2020-08-19T02:44:27.910Z,159780506791220
"""SeñorMula @ JRNOhdXQZ-"" collected 54 from pot",2020-08-19T02:44:27.910Z,159780506791218
"Uncalled bet of 145 returned to ""SeñorMula @ JRNOhdXQZ-""",2020-08-19T02:44:27.910Z,159780506791208
"""Katelyn @ n8SGnipovE"" folds",2020-08-19T02:44:26.903Z,159780506690423
"""SeñorMula @ JRNOhdXQZ-"" bets 145 and go all in",2020-08-19T02:44:24.280Z,159780506428206
"flop:  [9♦, 8♦, 8♥]",2020-08-19T02:44:21.067Z,159780506107039
"""Katelyn @ n8SGnipovE"" calls 24",2020-08-19T02:44:20.158Z,159780506015997
"""Uncle Tai @ o1TuvDhUXn"" folds",2020-08-19T02:44:18.871Z,159780505887200
"""SeñorMula @ JRNOhdXQZ-"" raises to 24",2020-08-19T02:44:16.798Z,159780505680416
"""Henny @ 4GTmzMPiEd"" folds",2020-08-19T02:44:13.103Z,159780505310483
"""Aiden @ 9E_m9T7j79"" folds",2020-08-19T02:44:12.064Z,159780505206518
"""Khinito @ AftJNm6axT"" folds",2020-08-19T02:44:11.025Z,159780505102747
"""DDD @ -3THqVx4eY"" folds",2020-08-19T02:44:07.576Z,159780504757707
"""Katelyn @ n8SGnipovE"" calls 6",2020-08-19T02:44:01.491Z,159780504149256
"""Uncle Tai @ o1TuvDhUXn"" posts a big blind of 6",2020-08-19T02:43:56.250Z,159780503625220
"""SeñorMula @ JRNOhdXQZ-"" posts a small blind of 2",2020-08-19T02:43:56.250Z,159780503625218
"Your hand is 4♥, 6♣",2020-08-19T02:43:56.250Z,159780503625216
"Player stacks: #1 ""Henny @ 4GTmzMPiEd"" (70) | #2 ""SeñorMula @ JRNOhdXQZ-"" (169) | #6 ""Uncle Tai @ o1TuvDhUXn"" (383) | #7 ""Katelyn @ n8SGnipovE"" (717) | #8 ""DDD @ -3THqVx4eY"" (248) | #9 ""Khinito @ AftJNm6axT"" (524) | #10 ""Aiden @ 9E_m9T7j79"" (889)",2020-08-19T02:43:56.250Z,159780503625203
"-- starting hand #34  (Texas Hold'em) (dealer: ""Henny @ 4GTmzMPiEd"") --",2020-08-19T02:43:56.250Z,159780503625198
"""Katelyn @ n8SGnipovE"" shows a 9♦, 5♠.",2020-08-19T02:43:52.675Z,159780503267703
"-- ending hand #33 --",2020-08-19T02:43:48.716Z,159780502871810
"""Uncle Tai @ o1TuvDhUXn"" collected 169 from pot with Two Pair, A's & 8's (hand: 8♥, A♦)",2020-08-19T02:43:48.716Z,159780502871808
"""SeñorMula @ JRNOhdXQZ-"" collected 169 from pot with Two Pair, A's & 8's (hand: 8♣, A♠)",2020-08-19T02:43:48.716Z,159780502871803
"""Uncle Tai @ o1TuvDhUXn"" calls 136",2020-08-19T02:43:47.809Z,159780502781016
"""SeñorMula @ JRNOhdXQZ-"" bets 136 and go all in",2020-08-19T02:43:46.394Z,159780502639530
"river: 7♣, 4♦, A♥, 6♠ [8♠]",2020-08-19T02:43:39.145Z,159780501915415
"""Henny @ 4GTmzMPiEd"" folds",2020-08-19T02:43:38.139Z,159780501814043
"""Uncle Tai @ o1TuvDhUXn"" calls 12",2020-08-19T02:43:37.203Z,159780501720427
"""SeñorMula @ JRNOhdXQZ-"" bets 12",2020-08-19T02:43:34.658Z,159780501465878
"""Henny @ 4GTmzMPiEd"" checks",2020-08-19T02:43:31.197Z,159780501119811
"turn: 7♣, 4♦, A♥ [6♠]",2020-08-19T02:43:29.467Z,159780500947015
"""Henny @ 4GTmzMPiEd"" calls 6",2020-08-19T02:43:28.562Z,159780500856306
"""DDD @ -3THqVx4eY"" folds",2020-08-19T02:43:26.229Z,159780500623086
"""Uncle Tai @ o1TuvDhUXn"" calls 6",2020-08-19T02:43:25.189Z,159780500519073
"""SeñorMula @ JRNOhdXQZ-"" bets 6",2020-08-19T02:43:23.536Z,159780500353714
"""Henny @ 4GTmzMPiEd"" checks",2020-08-19T02:43:21.726Z,159780500173593
"flop:  [7♣, 4♦, A♥]",2020-08-19T02:43:19.738Z,159780499974020
"""SeñorMula @ JRNOhdXQZ-"" checks",2020-08-19T02:43:18.830Z,159780499883184
"""Henny @ 4GTmzMPiEd"" calls 6",2020-08-19T02:43:16.241Z,159780499624184
"""Aiden @ 9E_m9T7j79"" folds",2020-08-19T02:43:12.045Z,159780499204623
"""Khinito @ AftJNm6axT"" folds",2020-08-19T02:43:08.226Z,159780498822715
"""DDD @ -3THqVx4eY"" calls 6",2020-08-19T02:43:05.653Z,159780498565531
"""Katelyn @ n8SGnipovE"" folds",2020-08-19T02:42:55.995Z,159780497599585
"""Uncle Tai @ o1TuvDhUXn"" calls 6",2020-08-19T02:42:54.707Z,159780497470924
"""SeñorMula @ JRNOhdXQZ-"" posts a big blind of 6",2020-08-19T02:42:52.237Z,159780497223948
"""Henny @ 4GTmzMPiEd"" posts a small blind of 2",2020-08-19T02:42:52.237Z,159780497223947
"Your hand is 6♣, 8♦",2020-08-19T02:42:52.237Z,159780497223945
"Player stacks: #1 ""Henny @ 4GTmzMPiEd"" (82) | #2 ""SeñorMula @ JRNOhdXQZ-"" (160) | #6 ""Uncle Tai @ o1TuvDhUXn"" (374) | #7 ""Katelyn @ n8SGnipovE"" (717) | #8 ""DDD @ -3THqVx4eY"" (254) | #9 ""Khinito @ AftJNm6axT"" (524) | #10 ""Aiden @ 9E_m9T7j79"" (889)",2020-08-19T02:42:52.237Z,159780497223927
"-- starting hand #33  (Texas Hold'em) (dealer: ""Aiden @ 9E_m9T7j79"") --",2020-08-19T02:42:52.237Z,159780497223921
"-- ending hand #32 --",2020-08-19T02:42:45.704Z,159780496570846
"""Katelyn @ n8SGnipovE"" collected 68 from pot",2020-08-19T02:42:45.704Z,159780496570843
"Uncalled bet of 49 returned to ""Katelyn @ n8SGnipovE""",2020-08-19T02:42:45.704Z,159780496570834
"""DDD @ -3THqVx4eY"" folds",2020-08-19T02:42:44.687Z,159780496468863
"""Katelyn @ n8SGnipovE"" bets 49",2020-08-19T02:42:34.040Z,159780495404222
"flop:  [A♣, 9♦, 3♥]",2020-08-19T02:42:28.982Z,159780494898433
"""Katelyn @ n8SGnipovE"" calls 24",2020-08-19T02:42:28.076Z,159780494807692
"""Uncle Tai @ o1TuvDhUXn"" folds",2020-08-19T02:42:26.716Z,159780494671700
"""SeñorMula @ JRNOhdXQZ-"" folds",2020-08-19T02:42:23.748Z,159780494375068
"""Henny @ 4GTmzMPiEd"" folds",2020-08-19T02:42:22.716Z,159780494272047
"""Aiden @ 9E_m9T7j79"" folds",2020-08-19T02:42:20.012Z,159780494002106
"""Khinito @ AftJNm6axT"" folds",2020-08-19T02:42:18.959Z,159780493896005
"""DDD @ -3THqVx4eY"" raises to 24",2020-08-19T02:42:18.032Z,159780493803517
"""Katelyn @ n8SGnipovE"" calls 6",2020-08-19T02:42:11.148Z,159780493114863
"""Uncle Tai @ o1TuvDhUXn"" calls 6",2020-08-19T02:42:10.107Z,159780493010831
"""SeñorMula @ JRNOhdXQZ-"" calls 6",2020-08-19T02:42:08.376Z,159780492837676
"""Henny @ 4GTmzMPiEd"" posts a big blind of 6",2020-08-19T02:42:06.118Z,159780492612076
"""Aiden @ 9E_m9T7j79"" posts a small blind of 2",2020-08-19T02:42:06.118Z,159780492612074
"Your hand is 4♠, K♣",2020-08-19T02:42:06.118Z,159780492612072
"Player stacks: #1 ""Henny @ 4GTmzMPiEd"" (88) | #2 ""SeñorMula @ JRNOhdXQZ-"" (166) | #6 ""Uncle Tai @ o1TuvDhUXn"" (380) | #7 ""Katelyn @ n8SGnipovE"" (673) | #8 ""DDD @ -3THqVx4eY"" (278) | #9 ""Khinito @ AftJNm6axT"" (524) | #10 ""Aiden @ 9E_m9T7j79"" (891)",2020-08-19T02:42:06.118Z,159780492612059
"-- starting hand #32  (Texas Hold'em) (dealer: ""Khinito @ AftJNm6axT"") --",2020-08-19T02:42:06.118Z,159780492612053
"""Henny @ 4GTmzMPiEd"" shows a J♣, A♦.",2020-08-19T02:42:01.472Z,159780492147407
"-- ending hand #31 --",2020-08-19T02:41:58.613Z,159780491861526
"""Katelyn @ n8SGnipovE"" collected 100 from pot",2020-08-19T02:41:58.613Z,159780491861521
"Uncalled bet of 73 returned to ""Katelyn @ n8SGnipovE""",2020-08-19T02:41:58.613Z,159780491861513
"""SeñorMula @ JRNOhdXQZ-"" folds",2020-08-19T02:41:57.604Z,159780491760527
"""Katelyn @ n8SGnipovE"" bets 73",2020-08-19T02:41:54.527Z,159780491452825
"""SeñorMula @ JRNOhdXQZ-"" checks",2020-08-19T02:41:48.380Z,159780490838207
"turn: 6♥, 7♥, 9♦ [8♦]",2020-08-19T02:41:41.584Z,159780490159070
"""Henny @ 4GTmzMPiEd"" folds",2020-08-19T02:41:40.577Z,159780490057814
"""Aiden @ 9E_m9T7j79"" folds",2020-08-19T02:41:39.539Z,159780489954013
"""Katelyn @ n8SGnipovE"" calls 25",2020-08-19T02:41:37.887Z,159780489788908
"""SeñorMula @ JRNOhdXQZ-"" bets 25",2020-08-19T02:41:36.239Z,159780489624002
"""Henny @ 4GTmzMPiEd"" checks",2020-08-19T02:41:32.601Z,159780489260396
"""Aiden @ 9E_m9T7j79"" checks",2020-08-19T02:41:31.665Z,159780489166938
"flop:  [6♥, 7♥, 9♦]",2020-08-19T02:41:27.636Z,159780488763811
"""Aiden @ 9E_m9T7j79"" calls 12",2020-08-19T02:41:26.729Z,159780488673113
"""Khinito @ AftJNm6axT"" folds",2020-08-19T02:41:25.067Z,159780488506807
"""DDD @ -3THqVx4eY"" folds",2020-08-19T02:41:11.880Z,159780487188089
"""Katelyn @ n8SGnipovE"" calls 12",2020-08-19T02:41:10.936Z,159780487093875
"""Uncle Tai @ o1TuvDhUXn"" folds",2020-08-19T02:41:09.624Z,159780486962465
"""SeñorMula @ JRNOhdXQZ-"" calls 12",2020-08-19T02:41:08.667Z,159780486866877
"""Henny @ 4GTmzMPiEd"" raises to 12",2020-08-19T02:41:06.316Z,159780486631777
"""Aiden @ 9E_m9T7j79"" posts a big blind of 6",2020-08-19T02:41:02.946Z,159780486294920
"""Khinito @ AftJNm6axT"" posts a small blind of 2",2020-08-19T02:41:02.946Z,159780486294919
"Your hand is K♠, J♦",2020-08-19T02:41:02.946Z,159780486294917
"Player stacks: #1 ""Henny @ 4GTmzMPiEd"" (100) | #2 ""SeñorMula @ JRNOhdXQZ-"" (203) | #6 ""Uncle Tai @ o1TuvDhUXn"" (380) | #7 ""Katelyn @ n8SGnipovE"" (610) | #8 ""DDD @ -3THqVx4eY"" (278) | #9 ""Khinito @ AftJNm6axT"" (526) | #10 ""Aiden @ 9E_m9T7j79"" (903)",2020-08-19T02:41:02.946Z,159780486294904
"-- starting hand #31  (Texas Hold'em) (dealer: ""DDD @ -3THqVx4eY"") --",2020-08-19T02:41:02.946Z,159780486294898
"""Henny @ 4GTmzMPiEd"" shows a 3♣, K♦.",2020-08-19T02:40:59.549Z,159780485955178
"Undealt cards: 3♠, J♦, Q♥, 4♥ [A♦]",2020-08-19T02:40:56.863Z,159780485686379
"""Khinito @ AftJNm6axT"" shows a 10♣, 8♦.",2020-08-19T02:40:56.007Z,159780485600839
"-- ending hand #30 --",2020-08-19T02:40:54.424Z,159780485442531
"""Khinito @ AftJNm6axT"" collected 48 from pot",2020-08-19T02:40:54.424Z,159780485442530
"Uncalled bet of 24 returned to ""Khinito @ AftJNm6axT""",2020-08-19T02:40:54.424Z,159780485442524
"""Henny @ 4GTmzMPiEd"" folds",2020-08-19T02:40:53.415Z,159780485341597
"""Khinito @ AftJNm6axT"" bets 24",2020-08-19T02:40:43.941Z,159780484394296
"turn: 3♠, J♦, Q♥ [4♥]",2020-08-19T02:40:39.207Z,159780483921219
"""DDD @ -3THqVx4eY"" folds",2020-08-19T02:40:38.193Z,159780483819419
"""Katelyn @ n8SGnipovE"" folds",2020-08-19T02:40:28.858Z,159780482885863
"""Henny @ 4GTmzMPiEd"" calls 12",2020-08-19T02:40:27.708Z,159780482770914
"""Khinito @ AftJNm6axT"" bets 12",2020-08-19T02:40:20.378Z,159780482037975
"""DDD @ -3THqVx4eY"" checks",2020-08-19T02:40:17.387Z,159780481738784
"flop:  [3♠, J♦, Q♥]",2020-08-19T02:40:13.823Z,159780481382483
"""Khinito @ AftJNm6axT"" checks",2020-08-19T02:40:12.906Z,159780481290906
"""DDD @ -3THqVx4eY"" calls 6",2020-08-19T02:40:11.436Z,159780481143766
"""Katelyn @ n8SGnipovE"" calls 6",2020-08-19T02:40:10.160Z,159780481016187
"""Uncle Tai @ o1TuvDhUXn"" folds",2020-08-19T02:40:08.809Z,159780480881034
"""SeñorMula @ JRNOhdXQZ-"" folds",2020-08-19T02:40:07.674Z,159780480767508
"""Henny @ 4GTmzMPiEd"" calls 6",2020-08-19T02:40:06.716Z,159780480671792
"""Aiden @ 9E_m9T7j79"" folds",2020-08-19T02:39:59.392Z,159780479939297
"""Khinito @ AftJNm6axT"" posts a big blind of 6",2020-08-19T02:39:53.455Z,159780479345732
"""DDD @ -3THqVx4eY"" posts a small blind of 2",2020-08-19T02:39:53.455Z,159780479345731
"Your hand is J♥, 6♠",2020-08-19T02:39:53.455Z,159780479345729
"Player stacks: #1 ""Henny @ 4GTmzMPiEd"" (118) | #2 ""SeñorMula @ JRNOhdXQZ-"" (203) | #6 ""Uncle Tai @ o1TuvDhUXn"" (380) | #7 ""Katelyn @ n8SGnipovE"" (616) | #8 ""DDD @ -3THqVx4eY"" (284) | #9 ""Khinito @ AftJNm6axT"" (496) | #10 ""Aiden @ 9E_m9T7j79"" (903)",2020-08-19T02:39:53.455Z,159780479345707
"-- starting hand #30  (Texas Hold'em) (dealer: ""Katelyn @ n8SGnipovE"") --",2020-08-19T02:39:53.455Z,159780479345701
"""Katelyn @ n8SGnipovE"" shows a 6♦, J♥.",2020-08-19T02:39:46.296Z,159780478629682
"""DDD @ -3THqVx4eY"" shows a 8♣, 2♠.",2020-08-19T02:39:45.727Z,159780478572807
"-- ending hand #29 --",2020-08-19T02:39:44.923Z,159780478492496
"""Katelyn @ n8SGnipovE"" collected 12 from pot",2020-08-19T02:39:44.923Z,159780478492492
"Uncalled bet of 34 returned to ""Katelyn @ n8SGnipovE""",2020-08-19T02:39:44.923Z,159780478492453
"""DDD @ -3THqVx4eY"" folds",2020-08-19T02:39:43.916Z,159780478391696
"""Katelyn @ n8SGnipovE"" bets 34",2020-08-19T02:39:42.732Z,159780478273361
"flop:  [6♥, 5♥, J♦]",2020-08-19T02:39:33.925Z,159780477392720
"""DDD @ -3THqVx4eY"" checks",2020-08-19T02:39:33.008Z,159780477300912
"""Katelyn @ n8SGnipovE"" calls 6",2020-08-19T02:39:16.397Z,159780475639907
"""Uncle Tai @ o1TuvDhUXn"" folds",2020-08-19T02:39:15.038Z,159780475503982
"""SeñorMula @ JRNOhdXQZ-"" folds",2020-08-19T02:39:13.986Z,159780475398728
"""Henny @ 4GTmzMPiEd"" folds",2020-08-19T02:39:12.947Z,159780475295191
"""Aiden @ 9E_m9T7j79"" folds",2020-08-19T02:39:05.704Z,159780474570534
"""Khinito @ AftJNm6axT"" folds",2020-08-19T02:39:03.409Z,159780474341675
"""DDD @ -3THqVx4eY"" posts a big blind of 6",2020-08-19T02:39:02.067Z,159780474206953
"""Katelyn @ n8SGnipovE"" posts a small blind of 2",2020-08-19T02:39:02.067Z,159780474206952
"Your hand is K♣, 4♠",2020-08-19T02:39:02.067Z,159780474206950
"Player stacks: #1 ""Henny @ 4GTmzMPiEd"" (118) | #2 ""SeñorMula @ JRNOhdXQZ-"" (203) | #6 ""Uncle Tai @ o1TuvDhUXn"" (380) | #7 ""Katelyn @ n8SGnipovE"" (610) | #8 ""DDD @ -3THqVx4eY"" (290) | #9 ""Khinito @ AftJNm6axT"" (496) | #10 ""Aiden @ 9E_m9T7j79"" (903)",2020-08-19T02:39:02.067Z,159780474206931
"-- starting hand #29  (Texas Hold'em) (dealer: ""Uncle Tai @ o1TuvDhUXn"") --",2020-08-19T02:39:02.067Z,159780474206924
"""Khinito @ AftJNm6axT"" shows a 7♣, 3♥.",2020-08-19T02:38:56.843Z,159780473684478
"Undealt cards: A♥, 10♦, 5♣, A♣ [4♠]",2020-08-19T02:38:56.816Z,159780473681870
"""SeñorMula @ JRNOhdXQZ-"" shows a 7♦, 2♦.",2020-08-19T02:38:54.194Z,159780473419583
"-- ending hand #28 --",2020-08-19T02:38:53.561Z,159780473356209
"""Uncle Tai @ o1TuvDhUXn"" collected 30 from pot",2020-08-19T02:38:53.561Z,159780473356208
"Uncalled bet of 6 returned to ""Uncle Tai @ o1TuvDhUXn""",2020-08-19T02:38:53.561Z,159780473356202
"""SeñorMula @ JRNOhdXQZ-"" folds",2020-08-19T02:38:52.553Z,159780473255501
"""Uncle Tai @ o1TuvDhUXn"" bets 6",2020-08-19T02:38:50.627Z,159780473062810
"turn: A♥, 10♦, 5♣ [A♣]",2020-08-19T02:38:47.764Z,159780472776590
"""SeñorMula @ JRNOhdXQZ-"" checks",2020-08-19T02:38:46.856Z,159780472685770
"""Uncle Tai @ o1TuvDhUXn"" checks",2020-08-19T02:38:45.930Z,159780472593083
"flop:  [A♥, 10♦, 5♣]",2020-08-19T02:38:38.007Z,159780471800908
"""SeñorMula @ JRNOhdXQZ-"" calls 12",2020-08-19T02:38:37.101Z,159780471710302
"""Katelyn @ n8SGnipovE"" folds",2020-08-19T02:38:35.205Z,159780471520549
"""Uncle Tai @ o1TuvDhUXn"" raises to 12",2020-08-19T02:38:34.171Z,159780471417268
"""SeñorMula @ JRNOhdXQZ-"" calls 6",2020-08-19T02:38:30.702Z,159780471070383
"""Henny @ 4GTmzMPiEd"" folds",2020-08-19T02:38:28.353Z,159780470835497
"""Aiden @ 9E_m9T7j79"" folds",2020-08-19T02:38:25.165Z,159780470516558
"""Khinito @ AftJNm6axT"" folds",2020-08-19T02:38:21.776Z,159780470177673
"""DDD @ -3THqVx4eY"" folds",2020-08-19T02:38:17.597Z,159780469759803
"""Katelyn @ n8SGnipovE"" posts a big blind of 6",2020-08-19T02:38:15.637Z,159780469563943
"""Uncle Tai @ o1TuvDhUXn"" posts a small blind of 2",2020-08-19T02:38:15.637Z,159780469563940
"Your hand is 6♥, 5♦",2020-08-19T02:38:15.637Z,159780469563937
"Player stacks: #1 ""Henny @ 4GTmzMPiEd"" (118) | #2 ""SeñorMula @ JRNOhdXQZ-"" (215) | #6 ""Uncle Tai @ o1TuvDhUXn"" (362) | #7 ""Katelyn @ n8SGnipovE"" (616) | #8 ""DDD @ -3THqVx4eY"" (290) | #9 ""Khinito @ AftJNm6axT"" (496) | #10 ""Aiden @ 9E_m9T7j79"" (903)",2020-08-19T02:38:15.637Z,159780469563917
"-- starting hand #28  (Texas Hold'em) (dealer: ""SeñorMula @ JRNOhdXQZ-"") --",2020-08-19T02:38:15.637Z,159780469563912
"""Khinito @ AftJNm6axT"" shows a 2♣, 10♥.",2020-08-19T02:38:11.019Z,159780469102064
"""DDD @ -3THqVx4eY"" shows a 10♦, 9♣.",2020-08-19T02:38:10.325Z,159780469032699
"-- ending hand #27 --",2020-08-19T02:38:07.110Z,159780468711422
"""Uncle Tai @ o1TuvDhUXn"" collected 362 from pot with Two Pair, K's & 10's (hand: K♦, K♣)",2020-08-19T02:38:07.110Z,159780468711416
"river: 10♠, 10♣, Q♥, 6♣ [9♦]",2020-08-19T02:38:04.084Z,159780468409955
"""Uncle Tai @ o1TuvDhUXn"" shows a K♦, K♣.",2020-08-19T02:38:01.070Z,159780468107687
"""SeñorMula @ JRNOhdXQZ-"" shows a 8♦, 8♣.",2020-08-19T02:38:01.070Z,159780468107686
"turn: 10♠, 10♣, Q♥ [6♣]",2020-08-19T02:38:01.070Z,159780468107684
"Uncalled bet of 215 returned to ""SeñorMula @ JRNOhdXQZ-""",2020-08-19T02:38:01.070Z,159780468107680
"""Uncle Tai @ o1TuvDhUXn"" calls 111 and go all in",2020-08-19T02:38:00.153Z,159780468015415
"""SeñorMula @ JRNOhdXQZ-"" bets 326 and go all in",2020-08-19T02:37:57.970Z,159780467797088
"flop:  [10♠, 10♣, Q♥]",2020-08-19T02:37:40.083Z,159780466008468
"""SeñorMula @ JRNOhdXQZ-"" calls 64",2020-08-19T02:37:39.178Z,159780465918006
"""Henny @ 4GTmzMPiEd"" folds",2020-08-19T02:37:25.005Z,159780464500577
"""DDD @ -3THqVx4eY"" folds",2020-08-19T02:37:04.481Z,159780462448280
"""Uncle Tai @ o1TuvDhUXn"" raises to 64",2020-08-19T02:36:49.000Z,159780460900289
"""SeñorMula @ JRNOhdXQZ-"" raises to 24",2020-08-19T02:36:42.637Z,159780460264318
"""Henny @ 4GTmzMPiEd"" calls 6",2020-08-19T02:36:32.050Z,159780459205245
"""Aiden @ 9E_m9T7j79"" folds",2020-08-19T02:36:22.147Z,159780458214896
"""Khinito @ AftJNm6axT"" folds",2020-08-19T02:36:21.109Z,159780458111002
"""DDD @ -3THqVx4eY"" calls 6",2020-08-19T02:36:20.182Z,159780458018297
"""Katelyn @ n8SGnipovE"" folds",2020-08-19T02:36:03.139Z,159780456313942
"""Uncle Tai @ o1TuvDhUXn"" posts a big blind of 6",2020-08-19T02:35:57.314Z,159780455731535
"""SeñorMula @ JRNOhdXQZ-"" posts a small blind of 2",2020-08-19T02:35:57.314Z,159780455731534
"Your hand is 3♠, 7♣",2020-08-19T02:35:57.314Z,159780455731532
"Player stacks: #1 ""Henny @ 4GTmzMPiEd"" (124) | #2 ""SeñorMula @ JRNOhdXQZ-"" (390) | #6 ""Uncle Tai @ o1TuvDhUXn"" (175) | #7 ""Katelyn @ n8SGnipovE"" (616) | #8 ""DDD @ -3THqVx4eY"" (296) | #9 ""Khinito @ AftJNm6axT"" (496) | #10 ""Aiden @ 9E_m9T7j79"" (903)",2020-08-19T02:35:57.314Z,159780455731518
"-- starting hand #27  (Texas Hold'em) (dealer: ""Henny @ 4GTmzMPiEd"") --",2020-08-19T02:35:57.314Z,159780455731512
"""Uncle Tai @ o1TuvDhUXn"" shows a A♥, 6♠.",2020-08-19T02:35:54.802Z,159780455480385
"""Katelyn @ n8SGnipovE"" shows a 10♠, K♠.",2020-08-19T02:35:53.491Z,159780455349299
"""SeñorMula @ JRNOhdXQZ-"" shows a J♥, 10♦.",2020-08-19T02:35:51.565Z,159780455156590
"""Henny @ 4GTmzMPiEd"" shows a 3♣, 5♠.",2020-08-19T02:35:51.485Z,159780455148550
"-- ending hand #26 --",2020-08-19T02:35:49.765Z,159780454976676
"""SeñorMula @ JRNOhdXQZ-"" collected 74 from pot",2020-08-19T02:35:49.765Z,159780454976674
"Uncalled bet of 25 returned to ""SeñorMula @ JRNOhdXQZ-""",2020-08-19T02:35:49.765Z,159780454976668
"""Katelyn @ n8SGnipovE"" folds",2020-08-19T02:35:48.758Z,159780454876140
"""Uncle Tai @ o1TuvDhUXn"" folds",2020-08-19T02:35:47.697Z,159780454769921
"""SeñorMula @ JRNOhdXQZ-"" bets 25",2020-08-19T02:35:45.898Z,159780454589908
"river: 6♣, 5♥, Q♥, 9♣ [7♦]",2020-08-19T02:35:36.931Z,159780453693581
"""Katelyn @ n8SGnipovE"" calls 6",2020-08-19T02:35:36.025Z,159780453602682
"""Uncle Tai @ o1TuvDhUXn"" calls 6",2020-08-19T02:35:33.990Z,159780453399480
"""SeñorMula @ JRNOhdXQZ-"" bets 6",2020-08-19T02:35:32.751Z,159780453275175
"turn: 6♣, 5♥, Q♥ [9♣]",2020-08-19T02:35:30.914Z,159780453092310
"""Katelyn @ n8SGnipovE"" calls 6",2020-08-19T02:35:29.998Z,159780453000242
"""Uncle Tai @ o1TuvDhUXn"" calls 6",2020-08-19T02:35:28.882Z,159780452888323
"""SeñorMula @ JRNOhdXQZ-"" bets 6",2020-08-19T02:35:27.421Z,159780452742197
"flop:  [6♣, 5♥, Q♥]",2020-08-19T02:35:22.863Z,159780452286456
"""Uncle Tai @ o1TuvDhUXn"" calls 12",2020-08-19T02:35:21.952Z,159780452195364
"""SeñorMula @ JRNOhdXQZ-"" calls 12",2020-08-19T02:35:20.438Z,159780452043871
"""Henny @ 4GTmzMPiEd"" folds",2020-08-19T02:35:16.968Z,159780451697186
"""Aiden @ 9E_m9T7j79"" folds",2020-08-19T02:35:08.638Z,159780450863889
"""Khinito @ AftJNm6axT"" folds",2020-08-19T02:35:05.327Z,159780450532779
"""DDD @ -3THqVx4eY"" folds",2020-08-19T02:35:01.296Z,159780450129933
"""Katelyn @ n8SGnipovE"" raises to 12",2020-08-19T02:35:00.344Z,159780450034629
"""Uncle Tai @ o1TuvDhUXn"" calls 6",2020-08-19T02:34:57.324Z,159780449732570
"""SeñorMula @ JRNOhdXQZ-"" posts a big blind of 6",2020-08-19T02:34:55.905Z,159780449590629
"""Henny @ 4GTmzMPiEd"" posts a small blind of 2",2020-08-19T02:34:55.905Z,159780449590628
"Your hand is 3♦, Q♦",2020-08-19T02:34:55.905Z,159780449590626
