entry,at,order
"""Khinito @ AftJNm6axT"" collected 508 from pot with Two Pair, K's & 8's (hand: K♣, J♣)",2020-08-19T03:06:43.951Z,159780640395504
"river: 10♠, K♦, 8♥, 7♥ [8♣]",2020-08-19T03:06:40.901Z,159780640091279
"""Khinito @ AftJNm6axT"" shows a K♣, J♣.",2020-08-19T03:06:37.875Z,159780639787903
"""Katelyn @ n8SGnipovE"" shows a Q♦, 9♥.",2020-08-19T03:06:37.875Z,159780639787902
"turn: 10♠, K♦, 8♥ [7♥]",2020-08-19T03:06:37.875Z,159780639787897
"""Katelyn @ n8SGnipovE"" calls 168",2020-08-19T03:06:36.969Z,159780639697257
"""Khinito @ AftJNm6axT"" raises to 168 and go all in",2020-08-19T03:06:35.061Z,159780639506404
"""Katelyn @ n8SGnipovE"" bets 100",2020-08-19T03:06:32.554Z,159780639255557
"flop:  [10♠, K♦, 8♥]",2020-08-19T03:06:20.696Z,159780638069882
"""Katelyn @ n8SGnipovE"" calls 84",2020-08-19T03:06:19.791Z,159780637979341
"""Khinito @ AftJNm6axT"" raises to 84",2020-08-19T03:06:16.914Z,159780637691675
"""Katelyn @ n8SGnipovE"" raises to 48",2020-08-19T03:06:11.706Z,159780637170917
"""Aiden @ 9E_m9T7j79"" folds",2020-08-19T03:06:04.580Z,159780636458256
"""Khinito @ AftJNm6axT"" calls 12",2020-08-19T03:05:59.630Z,159780635963154
"""Katelyn @ n8SGnipovE"" posts a big blind of 12",2020-08-19T03:05:57.490Z,159780635749187
"""Aiden @ 9E_m9T7j79"" posts a small blind of 4",2020-08-19T03:05:57.490Z,159780635749186
"Your hand is 6♣, 2♥",2020-08-19T03:05:57.490Z,159780635749184
"Player stacks: #7 ""Katelyn @ n8SGnipovE"" (1664) | #9 ""Khinito @ AftJNm6axT"" (252) | #10 ""Aiden @ 9E_m9T7j79"" (1084)",2020-08-19T03:05:57.490Z,159780635749177
"-- starting hand #58  (Texas Hold'em) (dealer: ""Khinito @ AftJNm6axT"") --",2020-08-19T03:05:57.490Z,159780635749172
"-- ending hand #57 --",2020-08-19T03:05:50.956Z,159780635095905
"""Katelyn @ n8SGnipovE"" collected 1364 from pot with Two Pair, J's & 9's (hand: J♦, 9♥)",2020-08-19T03:05:50.956Z,159780635095895
"""Aiden @ 9E_m9T7j79"" calls 300",2020-08-19T03:05:50.046Z,159780635005012
"""Katelyn @ n8SGnipovE"" bets 300",2020-08-19T03:05:42.496Z,159780634249808
"""Aiden @ 9E_m9T7j79"" checks",2020-08-19T03:05:37.309Z,159780633731092
"river: 4♥, 6♣, 9♠, J♥ [4♣]",2020-08-19T03:05:32.120Z,159780633212352
"""Aiden @ 9E_m9T7j79"" calls 270",2020-08-19T03:05:31.212Z,159780633121353
"""Katelyn @ n8SGnipovE"" raises to 270",2020-08-19T03:05:15.368Z,159780631537072
"""Aiden @ 9E_m9T7j79"" bets 100",2020-08-19T03:05:04.546Z,159780630454846
"turn: 4♥, 6♣, 9♠ [J♥]",2020-08-19T03:04:58.709Z,159780629871171
"""Aiden @ 9E_m9T7j79"" calls 98",2020-08-19T03:04:57.802Z,159780629780465
"""Katelyn @ n8SGnipovE"" raises to 98",2020-08-19T03:04:44.778Z,159780628478095
"""Aiden @ 9E_m9T7j79"" bets 28",2020-08-19T03:04:37.983Z,159780627798563
"flop:  [4♥, 6♣, 9♠]",2020-08-19T03:04:31.329Z,159780627133214
"""Aiden @ 9E_m9T7j79"" checks",2020-08-19T03:04:30.424Z,159780627042576
"""Khinito @ AftJNm6axT"" folds",2020-08-19T03:04:28.404Z,159780626840571
"""Katelyn @ n8SGnipovE"" calls 12",2020-08-19T03:04:27.482Z,159780626748369
"""Aiden @ 9E_m9T7j79"" posts a big blind of 12",2020-08-19T03:04:24.420Z,159780626442282
"""Khinito @ AftJNm6axT"" posts a small blind of 4",2020-08-19T03:04:24.420Z,159780626442281
"Your hand is 3♥, 9♦",2020-08-19T03:04:24.420Z,159780626442279
"Player stacks: #7 ""Katelyn @ n8SGnipovE"" (980) | #9 ""Khinito @ AftJNm6axT"" (256) | #10 ""Aiden @ 9E_m9T7j79"" (1764)",2020-08-19T03:04:24.420Z,159780626442273
"-- starting hand #57  (Texas Hold'em) (dealer: ""Katelyn @ n8SGnipovE"") --",2020-08-19T03:04:24.420Z,159780626442268
"""Khinito @ AftJNm6axT"" shows a 8♥, 7♠.",2020-08-19T03:04:18.676Z,159780625867798
"-- ending hand #56 --",2020-08-19T03:04:16.909Z,159780625692645
"""Khinito @ AftJNm6axT"" collected 108 from pot",2020-08-19T03:04:16.909Z,159780625692643
"Uncalled bet of 148 returned to ""Khinito @ AftJNm6axT""",2020-08-19T03:04:16.909Z,159780625692638
"""Katelyn @ n8SGnipovE"" folds",2020-08-19T03:04:15.902Z,159780625590485
"""Khinito @ AftJNm6axT"" raises to 190 and go all in",2020-08-19T03:04:08.400Z,159780624840174
"""Katelyn @ n8SGnipovE"" bets 42",2020-08-19T03:04:05.656Z,159780624565890
"flop:  [4♦, 4♣, 8♦]",2020-08-19T03:03:56.680Z,159780623668270
"""Khinito @ AftJNm6axT"" checks",2020-08-19T03:03:55.773Z,159780623577484
"""Katelyn @ n8SGnipovE"" calls 12",2020-08-19T03:03:54.853Z,159780623485471
"""Aiden @ 9E_m9T7j79"" folds",2020-08-19T03:03:52.599Z,159780623260049
"""Khinito @ AftJNm6axT"" posts a big blind of 12",2020-08-19T03:03:50.211Z,159780623021388
"""Katelyn @ n8SGnipovE"" posts a small blind of 4",2020-08-19T03:03:50.211Z,159780623021387
"Your hand is 6♣, Q♦",2020-08-19T03:03:50.211Z,159780623021385
"Player stacks: #7 ""Katelyn @ n8SGnipovE"" (1034) | #9 ""Khinito @ AftJNm6axT"" (202) | #10 ""Aiden @ 9E_m9T7j79"" (1764)",2020-08-19T03:03:50.211Z,159780623021379
"-- starting hand #56  (Texas Hold'em) (dealer: ""Aiden @ 9E_m9T7j79"") --",2020-08-19T03:03:50.211Z,159780623021375
"Undealt cards:  [7♠, 3♣, K♦, 7♣, 4♠]",2020-08-19T03:03:45.368Z,159780622536982
"-- ending hand #55 --",2020-08-19T03:03:43.667Z,159780622366975
"""Katelyn @ n8SGnipovE"" collected 24 from pot",2020-08-19T03:03:43.667Z,159780622366973
"Uncalled bet of 36 returned to ""Katelyn @ n8SGnipovE""",2020-08-19T03:03:43.667Z,159780622366967
"""Aiden @ 9E_m9T7j79"" folds",2020-08-19T03:03:42.662Z,159780622266364
"""Katelyn @ n8SGnipovE"" raises to 48",2020-08-19T03:03:40.163Z,159780622016832
"""Aiden @ 9E_m9T7j79"" calls 12",2020-08-19T03:03:36.114Z,159780621611649
"""Khinito @ AftJNm6axT"" folds",2020-08-19T03:03:32.178Z,159780621218054
"""Katelyn @ n8SGnipovE"" posts a big blind of 12",2020-08-19T03:03:29.783Z,159780620978492
"""Aiden @ 9E_m9T7j79"" posts a small blind of 4",2020-08-19T03:03:29.783Z,159780620978488
"Your hand is K♣, J♦",2020-08-19T03:03:29.783Z,159780620978484
"Player stacks: #7 ""Katelyn @ n8SGnipovE"" (1022) | #9 ""Khinito @ AftJNm6axT"" (202) | #10 ""Aiden @ 9E_m9T7j79"" (1776)",2020-08-19T03:03:29.783Z,159780620978478
"-- starting hand #55  (Texas Hold'em) (dealer: ""Khinito @ AftJNm6axT"") --",2020-08-19T03:03:29.783Z,159780620978476
"The player ""Uncle Tai @ o1TuvDhUXn"" quits the game with a stack of 0.",2020-08-19T03:03:29.783Z,159780620978472
"-- ending hand #54 --",2020-08-19T03:03:23.237Z,159780620323970
"""Katelyn @ n8SGnipovE"" collected 366 from pot with Pair, Q's (hand: 8♥, Q♥)",2020-08-19T03:03:23.237Z,159780620323965
"river: 9♠, J♥, Q♦, 4♠ [A♠]",2020-08-19T03:03:20.218Z,159780620022276
"""Katelyn @ n8SGnipovE"" shows a 8♥, Q♥.",2020-08-19T03:03:17.204Z,159780619720655
"""Uncle Tai @ o1TuvDhUXn"" shows a 7♥, 10♠.",2020-08-19T03:03:17.204Z,159780619720654
"turn: 9♠, J♥, Q♦ [4♠]",2020-08-19T03:03:17.204Z,159780619720648
"""Aiden @ 9E_m9T7j79"" folds",2020-08-19T03:03:16.192Z,159780619619360
"""Katelyn @ n8SGnipovE"" calls 145",2020-08-19T03:03:12.398Z,159780619239969
"""Uncle Tai @ o1TuvDhUXn"" bets 145 and go all in",2020-08-19T03:03:09.779Z,159780618978096
"""Aiden @ 9E_m9T7j79"" checks",2020-08-19T03:03:04.729Z,159780618473187
"flop:  [9♠, J♥, Q♦]",2020-08-19T03:02:59.681Z,159780617968347
"""Katelyn @ n8SGnipovE"" calls 24",2020-08-19T03:02:58.774Z,159780617877580
"""Uncle Tai @ o1TuvDhUXn"" calls 24",2020-08-19T03:02:57.822Z,159780617782354
"""Aiden @ 9E_m9T7j79"" raises to 24",2020-08-19T03:02:55.702Z,159780617570462
"""Khinito @ AftJNm6axT"" folds",2020-08-19T03:02:52.542Z,159780617254354
"""Katelyn @ n8SGnipovE"" calls 12",2020-08-19T03:02:51.620Z,159780617162171
"""Uncle Tai @ o1TuvDhUXn"" calls 12",2020-08-19T03:02:49.985Z,159780616998699
"""Aiden @ 9E_m9T7j79"" posts a big blind of 12",2020-08-19T03:02:44.563Z,159780616456698
"""Khinito @ AftJNm6axT"" posts a small blind of 4",2020-08-19T03:02:44.563Z,159780616456696
"Your hand is K♠, A♣",2020-08-19T03:02:44.563Z,159780616456694
"Player stacks: #6 ""Uncle Tai @ o1TuvDhUXn"" (169) | #7 ""Katelyn @ n8SGnipovE"" (825) | #9 ""Khinito @ AftJNm6axT"" (206) | #10 ""Aiden @ 9E_m9T7j79"" (1800)",2020-08-19T03:02:44.563Z,159780616456685
"-- starting hand #54  (Texas Hold'em) (dealer: ""Katelyn @ n8SGnipovE"") --",2020-08-19T03:02:44.563Z,159780616456680
"Undealt cards: 2♣, Q♦, 7♦, A♣ [9♦]",2020-08-19T03:02:41.336Z,159780616133869
"-- ending hand #53 --",2020-08-19T03:02:38.029Z,159780615803189
"""Khinito @ AftJNm6axT"" collected 144 from pot",2020-08-19T03:02:38.029Z,159780615803188
"Uncalled bet of 62 returned to ""Khinito @ AftJNm6axT""",2020-08-19T03:02:38.029Z,159780615803183
"""Uncle Tai @ o1TuvDhUXn"" folds",2020-08-19T03:02:37.009Z,159780615701068
"""Khinito @ AftJNm6axT"" bets 62 and go all in",2020-08-19T03:02:35.081Z,159780615508281
"turn: 2♣, Q♦, 7♦ [A♣]",2020-08-19T03:02:31.452Z,159780615146991
"""Katelyn @ n8SGnipovE"" folds",2020-08-19T03:02:30.440Z,159780615044178
"""Uncle Tai @ o1TuvDhUXn"" calls 36",2020-08-19T03:02:29.429Z,159780614943097
"""Khinito @ AftJNm6axT"" bets 36",2020-08-19T03:02:26.013Z,159780614601505
"""Katelyn @ n8SGnipovE"" checks",2020-08-19T03:02:23.527Z,159780614353051
"flop:  [2♣, Q♦, 7♦]",2020-08-19T03:02:18.778Z,159780613878065
"""Katelyn @ n8SGnipovE"" calls 24",2020-08-19T03:02:17.869Z,159780613787138
"""Uncle Tai @ o1TuvDhUXn"" calls 24",2020-08-19T03:02:16.667Z,159780613667058
"""Khinito @ AftJNm6axT"" raises to 24",2020-08-19T03:02:12.988Z,159780613298965
"""Katelyn @ n8SGnipovE"" calls 12",2020-08-19T03:02:10.196Z,159780613019754
"""Uncle Tai @ o1TuvDhUXn"" calls 12",2020-08-19T03:02:08.981Z,159780612898376
"""Aiden @ 9E_m9T7j79"" folds",2020-08-19T03:02:06.118Z,159780612612082
"""Khinito @ AftJNm6axT"" posts a big blind of 12",2020-08-19T03:02:01.949Z,159780612195172
"""Katelyn @ n8SGnipovE"" posts a small blind of 4",2020-08-19T03:02:01.949Z,159780612195171
"Your hand is 5♣, K♦",2020-08-19T03:02:01.949Z,159780612195169
"Player stacks: #6 ""Uncle Tai @ o1TuvDhUXn"" (229) | #7 ""Katelyn @ n8SGnipovE"" (849) | #9 ""Khinito @ AftJNm6axT"" (122) | #10 ""Aiden @ 9E_m9T7j79"" (1800)",2020-08-19T03:02:01.949Z,159780612195159
"-- starting hand #53  (Texas Hold'em) (dealer: ""Uncle Tai @ o1TuvDhUXn"") --",2020-08-19T03:02:01.949Z,159780612195154
"""Uncle Tai @ o1TuvDhUXn"" shows a 5♥, 6♦.",2020-08-19T03:01:58.976Z,159780611897777
"Undealt cards: J♥, 5♣, 5♦, 7♦ [7♣]",2020-08-19T03:01:56.666Z,159780611666770
"-- ending hand #52 --",2020-08-19T03:01:54.442Z,159780611444461
"""Uncle Tai @ o1TuvDhUXn"" collected 72 from pot",2020-08-19T03:01:54.442Z,159780611444460
"Uncalled bet of 12 returned to ""Uncle Tai @ o1TuvDhUXn""",2020-08-19T03:01:54.442Z,159780611444455
"""Khinito @ AftJNm6axT"" folds",2020-08-19T03:01:53.434Z,159780611344197
"""Uncle Tai @ o1TuvDhUXn"" bets 12",2020-08-19T03:01:49.141Z,159780610914263
"turn: J♥, 5♣, 5♦ [7♦]",2020-08-19T03:01:46.358Z,159780610636163
"""Aiden @ 9E_m9T7j79"" folds",2020-08-19T03:01:45.350Z,159780610535172
"""Khinito @ AftJNm6axT"" calls 12",2020-08-19T03:01:44.410Z,159780610441172
"""Katelyn @ n8SGnipovE"" folds",2020-08-19T03:01:41.808Z,159780610180934
"""Uncle Tai @ o1TuvDhUXn"" bets 12",2020-08-19T03:01:39.762Z,159780609976507
"flop:  [J♥, 5♣, 5♦]",2020-08-19T03:01:37.613Z,159780609761572
"""Katelyn @ n8SGnipovE"" checks",2020-08-19T03:01:36.705Z,159780609670652
"""Uncle Tai @ o1TuvDhUXn"" calls 12",2020-08-19T03:01:35.639Z,159780609564091
"""Aiden @ 9E_m9T7j79"" calls 12",2020-08-19T03:01:33.527Z,159780609352886
"""Khinito @ AftJNm6axT"" calls 12",2020-08-19T03:01:31.847Z,159780609184996
"""Katelyn @ n8SGnipovE"" posts a big blind of 12",2020-08-19T03:01:29.264Z,159780608926726
"""Uncle Tai @ o1TuvDhUXn"" posts a small blind of 4",2020-08-19T03:01:29.264Z,159780608926725
"Your hand is 2♥, 3♥",2020-08-19T03:01:29.264Z,159780608926723
"Player stacks: #6 ""Uncle Tai @ o1TuvDhUXn"" (181) | #7 ""Katelyn @ n8SGnipovE"" (861) | #9 ""Khinito @ AftJNm6axT"" (146) | #10 ""Aiden @ 9E_m9T7j79"" (1812)",2020-08-19T03:01:29.264Z,159780608926713
"-- starting hand #52  (Texas Hold'em) (dealer: ""Aiden @ 9E_m9T7j79"") --",2020-08-19T03:01:29.264Z,159780608926707
"Undealt cards: 9♦, Q♠, K♣, 10♥ [J♣]",2020-08-19T03:01:24.084Z,159780608408573
"-- ending hand #51 --",2020-08-19T03:01:22.721Z,159780608272253
"""Aiden @ 9E_m9T7j79"" collected 36 from pot",2020-08-19T03:01:22.721Z,159780608272251
"Uncalled bet of 36 returned to ""Aiden @ 9E_m9T7j79""",2020-08-19T03:01:22.721Z,159780608272247
"""Khinito @ AftJNm6axT"" folds",2020-08-19T03:01:21.712Z,159780608171390
"""Uncle Tai @ o1TuvDhUXn"" folds",2020-08-19T03:01:19.865Z,159780607986678
"""Aiden @ 9E_m9T7j79"" bets 36",2020-08-19T03:01:18.345Z,159780607834748
"turn: 9♦, Q♠, K♣ [10♥]",2020-08-19T03:01:12.283Z,159780607228542
"""Khinito @ AftJNm6axT"" checks",2020-08-19T03:01:11.377Z,159780607137994
"""Uncle Tai @ o1TuvDhUXn"" checks",2020-08-19T03:01:10.456Z,159780607045737
"""Aiden @ 9E_m9T7j79"" checks",2020-08-19T03:01:06.481Z,159780606648253
"flop:  [9♦, Q♠, K♣]",2020-08-19T03:01:01.992Z,159780606199473
"""Uncle Tai @ o1TuvDhUXn"" checks",2020-08-19T03:01:01.082Z,159780606108342
"""Aiden @ 9E_m9T7j79"" calls 12",2020-08-19T03:00:59.083Z,159780605908574
"""Khinito @ AftJNm6axT"" calls 12",2020-08-19T03:00:57.064Z,159780605706566
"""Katelyn @ n8SGnipovE"" folds",2020-08-19T03:00:56.043Z,159780605604556
"""Uncle Tai @ o1TuvDhUXn"" posts a big blind of 12",2020-08-19T03:00:51.839Z,159780605184198
"""Aiden @ 9E_m9T7j79"" posts a small blind of 4",2020-08-19T03:00:51.839Z,159780605184197
"Your hand is 10♠, A♥",2020-08-19T03:00:51.839Z,159780605184195
"Player stacks: #6 ""Uncle Tai @ o1TuvDhUXn"" (193) | #7 ""Katelyn @ n8SGnipovE"" (861) | #9 ""Khinito @ AftJNm6axT"" (158) | #10 ""Aiden @ 9E_m9T7j79"" (1788)",2020-08-19T03:00:51.839Z,159780605184187
"-- starting hand #51  (Texas Hold'em) (dealer: ""Khinito @ AftJNm6axT"") --",2020-08-19T03:00:51.839Z,159780605184185
"The player ""Henny @ 4GTmzMPiEd"" quits the game with a stack of 0.",2020-08-19T03:00:51.839Z,159780605184180
"-- ending hand #50 --",2020-08-19T03:00:45.294Z,159780604529714
"""Henny @ 4GTmzMPiEd"" shows a A♠, K♣.",2020-08-19T03:00:45.294Z,159780604529711
"""Aiden @ 9E_m9T7j79"" shows a 6♠, 5♣.",2020-08-19T03:00:45.294Z,159780604529710
"""Katelyn @ n8SGnipovE"" collected 142 from pot with Flush, Ah High (hand: A♥, 9♦)",2020-08-19T03:00:45.294Z,159780604529706
"""Katelyn @ n8SGnipovE"" checks",2020-08-19T03:00:44.381Z,159780604438308
"""Aiden @ 9E_m9T7j79"" checks",2020-08-19T03:00:42.456Z,159780604245764
"river: 8♥, Q♥, Q♣, 3♥ [10♥]",2020-08-19T03:00:40.704Z,159780604070987
"""Katelyn @ n8SGnipovE"" checks",2020-08-19T03:00:39.797Z,159780603980055
"""Aiden @ 9E_m9T7j79"" checks",2020-08-19T03:00:38.037Z,159780603803975
"turn: 8♥, Q♥, Q♣ [3♥]",2020-08-19T03:00:35.140Z,159780603514369
"""Katelyn @ n8SGnipovE"" checks",2020-08-19T03:00:34.235Z,159780603423679
"""Aiden @ 9E_m9T7j79"" checks",2020-08-19T03:00:32.502Z,159780603250350
"flop:  [8♥, Q♥, Q♣]",2020-08-19T03:00:26.696Z,159780602669780
"""Aiden @ 9E_m9T7j79"" calls 46",2020-08-19T03:00:25.788Z,159780602579085
"""Khinito @ AftJNm6axT"" folds",2020-08-19T03:00:20.213Z,159780602021468
"""Katelyn @ n8SGnipovE"" calls 46",2020-08-19T03:00:19.288Z,159780601929002
"""Uncle Tai @ o1TuvDhUXn"" folds",2020-08-19T03:00:18.115Z,159780601811681
"""Henny @ 4GTmzMPiEd"" raises to 46 and go all in",2020-08-19T03:00:13.455Z,159780601345780
"""Aiden @ 9E_m9T7j79"" posts a big blind of 12",2020-08-19T03:00:10.370Z,159780601037193
"""Khinito @ AftJNm6axT"" posts a small blind of 4",2020-08-19T03:00:10.370Z,159780601037192
"Your hand is 6♠, 5♣",2020-08-19T03:00:10.370Z,159780601037190
"Player stacks: #1 ""Henny @ 4GTmzMPiEd"" (46) | #6 ""Uncle Tai @ o1TuvDhUXn"" (193) | #7 ""Katelyn @ n8SGnipovE"" (765) | #9 ""Khinito @ AftJNm6axT"" (162) | #10 ""Aiden @ 9E_m9T7j79"" (1834)",2020-08-19T03:00:10.370Z,159780601037180
"-- starting hand #50  (Texas Hold'em) (dealer: ""Katelyn @ n8SGnipovE"") --",2020-08-19T03:00:10.370Z,159780601037174
"""Uncle Tai @ o1TuvDhUXn"" shows a Q♥, Q♦.",2020-08-19T03:00:06.280Z,159780600628207
"Undealt cards: A♦, J♥, J♣ [9♣, 10♣]",2020-08-19T03:00:04.481Z,159780600448398
"""Aiden @ 9E_m9T7j79"" shows a J♠, 10♠.",2020-08-19T03:00:03.273Z,159780600327449
"-- ending hand #49 --",2020-08-19T03:00:01.848Z,159780600186929
"""Aiden @ 9E_m9T7j79"" collected 117 from pot",2020-08-19T03:00:01.848Z,159780600186927
"Uncalled bet of 50 returned to ""Aiden @ 9E_m9T7j79""",2020-08-19T03:00:01.848Z,159780600186921
"""Katelyn @ n8SGnipovE"" folds",2020-08-19T03:00:00.832Z,159780600083731
"""Uncle Tai @ o1TuvDhUXn"" folds",2020-08-19T02:59:59.712Z,159780599971439
"""Aiden @ 9E_m9T7j79"" bets 50",2020-08-19T02:59:51.442Z,159780599144465
"""Katelyn @ n8SGnipovE"" checks",2020-08-19T02:59:45.482Z,159780598548409
"flop:  [A♦, J♥, J♣]",2020-08-19T02:59:39.940Z,159780597994253
"""Aiden @ 9E_m9T7j79"" calls 35",2020-08-19T02:59:39.030Z,159780597903648
"""Khinito @ AftJNm6axT"" folds",2020-08-19T02:59:35.717Z,159780597571874
"""Katelyn @ n8SGnipovE"" calls 35",2020-08-19T02:59:34.787Z,159780597479163
"""Uncle Tai @ o1TuvDhUXn"" raises to 35",2020-08-19T02:59:32.499Z,159780597250058
"""Henny @ 4GTmzMPiEd"" folds",2020-08-19T02:59:24.034Z,159780596403592
"""Aiden @ 9E_m9T7j79"" calls 12",2020-08-19T02:59:23.107Z,159780596310820
"""Khinito @ AftJNm6axT"" posts a big blind of 12",2020-08-19T02:59:15.395Z,159780595539794
"""Katelyn @ n8SGnipovE"" posts a small blind of 4",2020-08-19T02:59:15.395Z,159780595539793
"Your hand is J♠, 10♠",2020-08-19T02:59:15.395Z,159780595539791
"Player stacks: #1 ""Henny @ 4GTmzMPiEd"" (46) | #6 ""Uncle Tai @ o1TuvDhUXn"" (228) | #7 ""Katelyn @ n8SGnipovE"" (800) | #9 ""Khinito @ AftJNm6axT"" (174) | #10 ""Aiden @ 9E_m9T7j79"" (1752)",2020-08-19T02:59:15.395Z,159780595539775
"-- starting hand #49  (Texas Hold'em) (dealer: ""Uncle Tai @ o1TuvDhUXn"") --",2020-08-19T02:59:15.395Z,159780595539773
"The player ""DDD @ -3THqVx4eY"" quits the game with a stack of 0.",2020-08-19T02:59:15.395Z,159780595539768
"-- ending hand #48 --",2020-08-19T02:59:08.844Z,159780594884665
"""Aiden @ 9E_m9T7j79"" collected 942 from pot with Pair, A's (hand: A♣, K♠)",2020-08-19T02:59:08.844Z,159780594884657
"""Aiden @ 9E_m9T7j79"" shows a A♣, K♠.",2020-08-19T02:59:05.825Z,159780594583095
"""DDD @ -3THqVx4eY"" shows a A♠, 2♥.",2020-08-19T02:59:05.825Z,159780594583093
"river: A♦, Q♣, 3♣, 6♣ [4♦]",2020-08-19T02:59:05.825Z,159780594583083
"""Aiden @ 9E_m9T7j79"" calls 243",2020-08-19T02:59:04.897Z,159780594490090
"""DDD @ -3THqVx4eY"" bets 243 and go all in",2020-08-19T02:58:45.884Z,159780592588706
"turn: A♦, Q♣, 3♣ [6♣]",2020-08-19T02:58:34.878Z,159780591488160
"""DDD @ -3THqVx4eY"" calls 90",2020-08-19T02:58:33.970Z,159780591397208
"""Katelyn @ n8SGnipovE"" folds",2020-08-19T02:58:32.926Z,159780591292727
"""Henny @ 4GTmzMPiEd"" folds",2020-08-19T02:58:27.706Z,159780590770769
"""Aiden @ 9E_m9T7j79"" raises to 90",2020-08-19T02:58:23.469Z,159780590347085
"""DDD @ -3THqVx4eY"" calls 32",2020-08-19T02:58:14.408Z,159780589440918
"""Katelyn @ n8SGnipovE"" bets 32",2020-08-19T02:58:12.565Z,159780589256741
"flop:  [A♦, Q♣, 3♣]",2020-08-19T02:58:03.491Z,159780588349359
"""Henny @ 4GTmzMPiEd"" calls 60",2020-08-19T02:58:02.570Z,159780588257160
"""Aiden @ 9E_m9T7j79"" calls 60",2020-08-19T02:57:56.850Z,159780587685283
"""DDD @ -3THqVx4eY"" calls 60",2020-08-19T02:57:54.922Z,159780587492452
"""Katelyn @ n8SGnipovE"" raises to 60",2020-08-19T02:57:53.976Z,159780587397843
"""Uncle Tai @ o1TuvDhUXn"" folds",2020-08-19T02:57:50.189Z,159780587019186
"""Henny @ 4GTmzMPiEd"" calls 36",2020-08-19T02:57:49.169Z,159780586917135
"""Aiden @ 9E_m9T7j79"" raises to 36",2020-08-19T02:57:42.412Z,159780586241373
"""Khinito @ AftJNm6axT"" folds",2020-08-19T02:57:34.618Z,159780585461946
"""DDD @ -3THqVx4eY"" calls 12",2020-08-19T02:57:27.236Z,159780584723828
"""Katelyn @ n8SGnipovE"" posts a big blind of 12",2020-08-19T02:57:25.172Z,159780584517518
"""Uncle Tai @ o1TuvDhUXn"" posts a small blind of 4",2020-08-19T02:57:25.172Z,159780584517517
"Your hand is A♣, K♠",2020-08-19T02:57:25.172Z,159780584517515
"Player stacks: #1 ""Henny @ 4GTmzMPiEd"" (106) | #6 ""Uncle Tai @ o1TuvDhUXn"" (232) | #7 ""Katelyn @ n8SGnipovE"" (892) | #8 ""DDD @ -3THqVx4eY"" (393) | #9 ""Khinito @ AftJNm6axT"" (174) | #10 ""Aiden @ 9E_m9T7j79"" (1203)",2020-08-19T02:57:25.172Z,159780584517503
"-- starting hand #48  (Texas Hold'em) (dealer: ""Henny @ 4GTmzMPiEd"") --",2020-08-19T02:57:25.172Z,159780584517497
"Undealt cards: 8♥, 5♥, 9♣ [J♠, 10♥]",2020-08-19T02:57:20.259Z,159780584026077
"""Khinito @ AftJNm6axT"" shows a A♦, Q♠.",2020-08-19T02:57:18.585Z,159780583858758
"""Henny @ 4GTmzMPiEd"" shows a 9♥, A♣.",2020-08-19T02:57:18.494Z,159780583849896
"-- ending hand #47 --",2020-08-19T02:57:16.664Z,159780583666957
"""Henny @ 4GTmzMPiEd"" collected 60 from pot",2020-08-19T02:57:16.664Z,159780583666956
"Uncalled bet of 46 returned to ""Henny @ 4GTmzMPiEd""",2020-08-19T02:57:16.664Z,159780583666947
"""Aiden @ 9E_m9T7j79"" folds",2020-08-19T02:57:15.649Z,159780583565180
"""Khinito @ AftJNm6axT"" folds",2020-08-19T02:57:14.608Z,159780583461080
"""DDD @ -3THqVx4eY"" folds",2020-08-19T02:57:13.585Z,159780583358939
"""Uncle Tai @ o1TuvDhUXn"" folds",2020-08-19T02:57:01.472Z,159780582147377
"""Henny @ 4GTmzMPiEd"" bets 46 and go all in",2020-08-19T02:56:57.235Z,159780581723662
"flop:  [8♥, 5♥, 9♣]",2020-08-19T02:56:49.237Z,159780580923976
"""Uncle Tai @ o1TuvDhUXn"" checks",2020-08-19T02:56:48.328Z,159780580833024
"""Henny @ 4GTmzMPiEd"" calls 12",2020-08-19T02:56:45.974Z,159780580597570
"""Aiden @ 9E_m9T7j79"" calls 12",2020-08-19T02:56:42.036Z,159780580203771
"""Khinito @ AftJNm6axT"" calls 12",2020-08-19T02:56:40.411Z,159780580043192
"""DDD @ -3THqVx4eY"" calls 12",2020-08-19T02:56:34.222Z,159780579422433
"""Katelyn @ n8SGnipovE"" folds",2020-08-19T02:56:19.755Z,159780577975657
"""Uncle Tai @ o1TuvDhUXn"" posts a big blind of 12",2020-08-19T02:56:16.667Z,159780577667435
"""Henny @ 4GTmzMPiEd"" posts a small blind of 4",2020-08-19T02:56:16.667Z,159780577667433
"Your hand is K♠, 10♠",2020-08-19T02:56:16.667Z,159780577667431
"Player stacks: #1 ""Henny @ 4GTmzMPiEd"" (58) | #6 ""Uncle Tai @ o1TuvDhUXn"" (244) | #7 ""Katelyn @ n8SGnipovE"" (892) | #8 ""DDD @ -3THqVx4eY"" (405) | #9 ""Khinito @ AftJNm6axT"" (186) | #10 ""Aiden @ 9E_m9T7j79"" (1215)",2020-08-19T02:56:16.667Z,159780577667419
"-- starting hand #47  (Texas Hold'em) (dealer: ""Aiden @ 9E_m9T7j79"") --",2020-08-19T02:56:16.667Z,159780577667412
"Undealt cards: 8♣, 5♦, J♥ [8♦, 10♣]",2020-08-19T02:56:12.045Z,159780577204747
