entry,at,order
"The player ""Khinito @ AftJNm6axT"" passed the room ownership to ""Bob @ JBUISqLxPm"".",2020-08-12T04:01:27.793Z,159720488780779
"The player ""Khinito @ AftJNm6axT"" quits the game with a stack of 0.",2020-08-12T03:48:15.821Z,159720409584007
"-- ending hand #134 --",2020-08-12T03:48:09.252Z,159720408926993
"""Bob @ JBUISqLxPm"" collected 1384 from pot with Flush, As High (hand: 10♠, J♠)",2020-08-12T03:48:09.252Z,159720408926988
"river: 8♦, 6♦, A♠, 8♠ [7♠]",2020-08-12T03:48:06.216Z,159720408623371
"turn: 8♦, 6♦, A♠ [8♠]",2020-08-12T03:48:03.174Z,159720408319266
"""Bob @ JBUISqLxPm"" shows a 10♠, J♠.",2020-08-12T03:48:00.149Z,159720408016564
"""Khinito @ AftJNm6axT"" shows a Q♦, 9♣.",2020-08-12T03:48:00.149Z,159720408016562
"flop:  [8♦, 6♦, A♠]",2020-08-12T03:48:00.149Z,159720408016557
"""Bob @ JBUISqLxPm"" calls 692",2020-08-12T03:47:59.227Z,159720407924275
"""Khinito @ AftJNm6axT"" raises to 692 and go all in",2020-08-12T03:47:57.140Z,159720407715630
"""Bob @ JBUISqLxPm"" raises to 192",2020-08-12T03:47:51.569Z,159720407158495
"""Khinito @ AftJNm6axT"" calls 48",2020-08-12T03:47:47.121Z,159720406713684
"""Bob @ JBUISqLxPm"" posts a big blind of 48",2020-08-12T03:47:44.840Z,159720406485683
"""Khinito @ AftJNm6axT"" posts a small blind of 16",2020-08-12T03:47:44.840Z,159720406485682
"Player stacks: #3 ""Khinito @ AftJNm6axT"" (692) | #9 ""Bob @ JBUISqLxPm"" (1708)",2020-08-12T03:47:44.840Z,159720406485676
"-- starting hand #134  (Texas Hold'em) (dealer: ""Khinito @ AftJNm6axT"") --",2020-08-12T03:47:44.840Z,159720406485671
"-- ending hand #133 --",2020-08-12T03:47:38.304Z,159720405831994
"""Bob @ JBUISqLxPm"" collected 96 from pot",2020-08-12T03:47:38.304Z,159720405831992
"Uncalled bet of 96 returned to ""Bob @ JBUISqLxPm""",2020-08-12T03:47:38.304Z,159720405831988
"""Khinito @ AftJNm6axT"" folds",2020-08-12T03:47:36.881Z,159720405690148
"""Bob @ JBUISqLxPm"" raises to 144",2020-08-12T03:47:34.145Z,159720405416056
"""Khinito @ AftJNm6axT"" posts a big blind of 48",2020-08-12T03:47:25.360Z,159720404537892
"""Bob @ JBUISqLxPm"" posts a small blind of 16",2020-08-12T03:47:25.360Z,159720404537886
"Player stacks: #3 ""Khinito @ AftJNm6axT"" (740) | #9 ""Bob @ JBUISqLxPm"" (1660)",2020-08-12T03:47:25.360Z,159720404537879
"-- starting hand #133  (Texas Hold'em) (dealer: ""Bob @ JBUISqLxPm"") --",2020-08-12T03:47:25.360Z,159720404537876
"-- ending hand #132 --",2020-08-12T03:47:18.790Z,159720403880792
"""Bob @ JBUISqLxPm"" collected 740 from pot with Two Pair, 8's & 4's (hand: 6♠, A♦)",2020-08-12T03:47:18.790Z,159720403880790
"""Khinito @ AftJNm6axT"" collected 740 from pot with Two Pair, 8's & 4's (hand: 10♦, A♠)",2020-08-12T03:47:18.790Z,159720403880786
"""Bob @ JBUISqLxPm"" shows a 6♠, A♦.",2020-08-12T03:47:15.741Z,159720403576054
"""Khinito @ AftJNm6axT"" shows a 10♦, A♠.",2020-08-12T03:47:15.741Z,159720403576048
"river: 8♦, J♦, 4♠, 4♦ [8♠]",2020-08-12T03:47:15.741Z,159720403576043
"""Bob @ JBUISqLxPm"" calls 500",2020-08-12T03:47:14.825Z,159720403484107
"""Khinito @ AftJNm6axT"" raises to 500 and go all in",2020-08-12T03:47:08.094Z,159720402811033
"""Bob @ JBUISqLxPm"" bets 240",2020-08-12T03:47:02.767Z,159720402278285
"turn: 8♦, J♦, 4♠ [4♦]",2020-08-12T03:46:55.624Z,159720401564093
"""Khinito @ AftJNm6axT"" calls 144",2020-08-12T03:46:54.710Z,159720401472584
"""Bob @ JBUISqLxPm"" bets 144",2020-08-12T03:46:51.193Z,159720401120973
"flop:  [8♦, J♦, 4♠]",2020-08-12T03:46:43.770Z,159720400378704
"""Bob @ JBUISqLxPm"" calls 96",2020-08-12T03:46:42.857Z,159720400287315
"""Khinito @ AftJNm6axT"" raises to 96",2020-08-12T03:46:40.733Z,159720400074869
"""Bob @ JBUISqLxPm"" posts a big blind of 48",2020-08-12T03:46:36.011Z,159720399602786
"""Khinito @ AftJNm6axT"" posts a small blind of 16",2020-08-12T03:46:36.011Z,159720399602785
"Player stacks: #3 ""Khinito @ AftJNm6axT"" (740) | #9 ""Bob @ JBUISqLxPm"" (1660)",2020-08-12T03:46:36.011Z,159720399602780
"-- starting hand #132  (Texas Hold'em) (dealer: ""Khinito @ AftJNm6axT"") --",2020-08-12T03:46:36.011Z,159720399602774
"-- ending hand #131 --",2020-08-12T03:46:29.477Z,159720398949307
"""Bob @ JBUISqLxPm"" collected 96 from pot",2020-08-12T03:46:29.477Z,159720398949305
"Uncalled bet of 96 returned to ""Bob @ JBUISqLxPm""",2020-08-12T03:46:29.477Z,159720398949300
"""Khinito @ AftJNm6axT"" folds",2020-08-12T03:46:28.058Z,159720398807499
"""Bob @ JBUISqLxPm"" raises to 144",2020-08-12T03:46:26.339Z,159720398635527
"""Khinito @ AftJNm6axT"" posts a big blind of 48",2020-08-12T03:46:21.242Z,159720398126182
"""Bob @ JBUISqLxPm"" posts a small blind of 16",2020-08-12T03:46:21.242Z,159720398126181
"Player stacks: #3 ""Khinito @ AftJNm6axT"" (788) | #9 ""Bob @ JBUISqLxPm"" (1612)",2020-08-12T03:46:21.242Z,159720398126168
"-- starting hand #131  (Texas Hold'em) (dealer: ""Bob @ JBUISqLxPm"") --",2020-08-12T03:46:21.242Z,159720398126164
"-- ending hand #130 --",2020-08-12T03:46:14.695Z,159720397471112
"""Khinito @ AftJNm6axT"" collected 384 from pot",2020-08-12T03:46:14.695Z,159720397471111
"Uncalled bet of 404 returned to ""Khinito @ AftJNm6axT""",2020-08-12T03:46:14.695Z,159720397471106
"""Bob @ JBUISqLxPm"" folds",2020-08-12T03:46:13.279Z,159720397329483
"""Khinito @ AftJNm6axT"" raises to 596 and go all in",2020-08-12T03:46:11.993Z,159720397200869
"""Bob @ JBUISqLxPm"" raises to 192",2020-08-12T03:46:09.853Z,159720396986880
"""Khinito @ AftJNm6axT"" calls 48",2020-08-12T03:46:04.280Z,159720396429576
"""Bob @ JBUISqLxPm"" posts a big blind of 48",2020-08-12T03:46:01.685Z,159720396170344
"""Khinito @ AftJNm6axT"" posts a small blind of 16",2020-08-12T03:46:01.685Z,159720396170343
"Player stacks: #3 ""Khinito @ AftJNm6axT"" (596) | #9 ""Bob @ JBUISqLxPm"" (1804)",2020-08-12T03:46:01.685Z,159720396170337
"-- starting hand #130  (Texas Hold'em) (dealer: ""Khinito @ AftJNm6axT"") --",2020-08-12T03:46:01.685Z,159720396170332
"-- ending hand #129 --",2020-08-12T03:45:55.131Z,159720395514714
"""Bob @ JBUISqLxPm"" collected 288 from pot",2020-08-12T03:45:55.131Z,159720395514713
"Uncalled bet of 144 returned to ""Bob @ JBUISqLxPm""",2020-08-12T03:45:55.131Z,159720395514707
"""Khinito @ AftJNm6axT"" folds",2020-08-12T03:45:53.712Z,159720395372836
"""Bob @ JBUISqLxPm"" bets 144",2020-08-12T03:45:51.721Z,159720395173834
"""Khinito @ AftJNm6axT"" checks",2020-08-12T03:45:47.771Z,159720394779850
"flop:  [K♦, 4♦, 10♠]",2020-08-12T03:45:44.528Z,159720394454554
"""Khinito @ AftJNm6axT"" calls 144",2020-08-12T03:45:43.613Z,159720394362914
"""Bob @ JBUISqLxPm"" raises to 144",2020-08-12T03:45:39.497Z,159720393951330
"""Khinito @ AftJNm6axT"" posts a big blind of 48",2020-08-12T03:45:34.894Z,159720393491218
"""Bob @ JBUISqLxPm"" posts a small blind of 16",2020-08-12T03:45:34.894Z,159720393491216
"Player stacks: #3 ""Khinito @ AftJNm6axT"" (740) | #9 ""Bob @ JBUISqLxPm"" (1660)",2020-08-12T03:45:34.894Z,159720393491210
"-- starting hand #129  (Texas Hold'em) (dealer: ""Bob @ JBUISqLxPm"") --",2020-08-12T03:45:34.894Z,159720393491206
"-- ending hand #128 --",2020-08-12T03:45:28.360Z,159720392837659
"""Khinito @ AftJNm6axT"" collected 96 from pot",2020-08-12T03:45:28.360Z,159720392837658
"Uncalled bet of 644 returned to ""Khinito @ AftJNm6axT""",2020-08-12T03:45:28.360Z,159720392837653
"""Bob @ JBUISqLxPm"" folds",2020-08-12T03:45:26.935Z,159720392695109
"""Khinito @ AftJNm6axT"" raises to 692 and go all in",2020-08-12T03:45:25.415Z,159720392543097
"""Bob @ JBUISqLxPm"" posts a big blind of 48",2020-08-12T03:45:22.478Z,159720392249414
"""Khinito @ AftJNm6axT"" posts a small blind of 16",2020-08-12T03:45:22.478Z,159720392249413
"Player stacks: #3 ""Khinito @ AftJNm6axT"" (692) | #9 ""Bob @ JBUISqLxPm"" (1708)",2020-08-12T03:45:22.478Z,159720392249407
"-- starting hand #128  (Texas Hold'em) (dealer: ""Khinito @ AftJNm6axT"") --",2020-08-12T03:45:22.478Z,159720392249401
"""Khinito @ AftJNm6axT"" shows a 3♥, 9♥.",2020-08-12T03:45:16.859Z,159720391687492
"-- ending hand #127 --",2020-08-12T03:45:14.965Z,159720391498177
"""Khinito @ AftJNm6axT"" collected 288 from pot",2020-08-12T03:45:14.965Z,159720391498175
"Uncalled bet of 404 returned to ""Khinito @ AftJNm6axT""",2020-08-12T03:45:14.965Z,159720391498169
"""Bob @ JBUISqLxPm"" folds",2020-08-12T03:45:13.537Z,159720391355606
"""Khinito @ AftJNm6axT"" raises to 548 and go all in",2020-08-12T03:45:12.043Z,159720391206016
"""Bob @ JBUISqLxPm"" raises to 144",2020-08-12T03:45:08.545Z,159720390856237
"""Khinito @ AftJNm6axT"" posts a big blind of 48",2020-08-12T03:45:03.531Z,159720390354899
"""Bob @ JBUISqLxPm"" posts a small blind of 16",2020-08-12T03:45:03.531Z,159720390354898
"Player stacks: #3 ""Khinito @ AftJNm6axT"" (548) | #9 ""Bob @ JBUISqLxPm"" (1852)",2020-08-12T03:45:03.531Z,159720390354892
"-- starting hand #127  (Texas Hold'em) (dealer: ""Bob @ JBUISqLxPm"") --",2020-08-12T03:45:03.531Z,159720390354885
"-- ending hand #126 --",2020-08-12T03:44:57.013Z,159720389702977
"""Bob @ JBUISqLxPm"" collected 32 from pot",2020-08-12T03:44:57.013Z,159720389702975
"Uncalled bet of 32 returned to ""Bob @ JBUISqLxPm""",2020-08-12T03:44:57.013Z,159720389702969
"""Khinito @ AftJNm6axT"" folds",2020-08-12T03:44:55.594Z,159720389561059
"""Bob @ JBUISqLxPm"" posts a big blind of 48",2020-08-12T03:44:53.251Z,159720389326812
"""Khinito @ AftJNm6axT"" posts a small blind of 16",2020-08-12T03:44:53.251Z,159720389326811
"Player stacks: #3 ""Khinito @ AftJNm6axT"" (564) | #9 ""Bob @ JBUISqLxPm"" (1836)",2020-08-12T03:44:53.251Z,159720389326805
"-- starting hand #126  (Texas Hold'em) (dealer: ""Khinito @ AftJNm6axT"") --",2020-08-12T03:44:53.251Z,159720389326799
"""Khinito @ AftJNm6axT"" shows a 10♥, J♥.",2020-08-12T03:44:48.614Z,159720388863028
"-- ending hand #125 --",2020-08-12T03:44:45.720Z,159720388573771
"""Khinito @ AftJNm6axT"" collected 32 from pot",2020-08-12T03:44:45.720Z,159720388573770
"Uncalled bet of 32 returned to ""Khinito @ AftJNm6axT""",2020-08-12T03:44:45.720Z,159720388573764
"""Bob @ JBUISqLxPm"" folds",2020-08-12T03:44:44.292Z,159720388430883
"""Khinito @ AftJNm6axT"" posts a big blind of 48",2020-08-12T03:44:39.272Z,159720387928789
"""Bob @ JBUISqLxPm"" posts a small blind of 16",2020-08-12T03:44:39.272Z,159720387928788
"Player stacks: #3 ""Khinito @ AftJNm6axT"" (548) | #9 ""Bob @ JBUISqLxPm"" (1852)",2020-08-12T03:44:39.272Z,159720387928782
"-- starting hand #125  (Texas Hold'em) (dealer: ""Bob @ JBUISqLxPm"") --",2020-08-12T03:44:39.272Z,159720387928776
"-- ending hand #124 --",2020-08-12T03:44:32.752Z,159720387276902
"""Bob @ JBUISqLxPm"" collected 32 from pot",2020-08-12T03:44:32.752Z,159720387276901
"Uncalled bet of 32 returned to ""Bob @ JBUISqLxPm""",2020-08-12T03:44:32.752Z,159720387276896
"""Khinito @ AftJNm6axT"" folds",2020-08-12T03:44:31.336Z,159720387135191
"""Bob @ JBUISqLxPm"" posts a big blind of 48",2020-08-12T03:44:21.103Z,159720386112037
"""Khinito @ AftJNm6axT"" posts a small blind of 16",2020-08-12T03:44:21.103Z,159720386112036
"Player stacks: #3 ""Khinito @ AftJNm6axT"" (564) | #9 ""Bob @ JBUISqLxPm"" (1836)",2020-08-12T03:44:21.103Z,159720386112030
"-- starting hand #124  (Texas Hold'em) (dealer: ""Khinito @ AftJNm6axT"") --",2020-08-12T03:44:21.103Z,159720386112024
"-- ending hand #123 --",2020-08-12T03:44:14.574Z,159720385459083
"""Khinito @ AftJNm6axT"" collected 32 from pot",2020-08-12T03:44:14.574Z,159720385459082
"Uncalled bet of 32 returned to ""Khinito @ AftJNm6axT""",2020-08-12T03:44:14.574Z,159720385459076
"""Bob @ JBUISqLxPm"" folds",2020-08-12T03:44:13.159Z,159720385317585
"""Khinito @ AftJNm6axT"" posts a big blind of 48",2020-08-12T03:44:10.772Z,159720385078920
"""Bob @ JBUISqLxPm"" posts a small blind of 16",2020-08-12T03:44:10.772Z,159720385078918
"Player stacks: #3 ""Khinito @ AftJNm6axT"" (548) | #9 ""Bob @ JBUISqLxPm"" (1852)",2020-08-12T03:44:10.772Z,159720385078912
"-- starting hand #123  (Texas Hold'em) (dealer: ""Bob @ JBUISqLxPm"") --",2020-08-12T03:44:10.772Z,159720385078905
"-- ending hand #122 --",2020-08-12T03:44:04.228Z,159720384424483
"""Khinito @ AftJNm6axT"" collected 96 from pot",2020-08-12T03:44:04.228Z,159720384424481
"Uncalled bet of 452 returned to ""Khinito @ AftJNm6axT""",2020-08-12T03:44:04.228Z,159720384424475
"""Bob @ JBUISqLxPm"" folds",2020-08-12T03:44:02.802Z,159720384281869
"""Khinito @ AftJNm6axT"" raises to 500 and go all in",2020-08-12T03:43:59.318Z,159720383933392
"""Bob @ JBUISqLxPm"" posts a big blind of 48",2020-08-12T03:43:56.560Z,159720383657686
"""Khinito @ AftJNm6axT"" posts a small blind of 16",2020-08-12T03:43:56.560Z,159720383657684
"Player stacks: #3 ""Khinito @ AftJNm6axT"" (500) | #9 ""Bob @ JBUISqLxPm"" (1900)",2020-08-12T03:43:56.560Z,159720383657679
"-- starting hand #122  (Texas Hold'em) (dealer: ""Khinito @ AftJNm6axT"") --",2020-08-12T03:43:56.560Z,159720383657674
"-- ending hand #121 --",2020-08-12T03:43:49.981Z,159720382999881
"""Khinito @ AftJNm6axT"" shows a J♥, A♥.",2020-08-12T03:43:49.981Z,159720382999880
"""Bob @ JBUISqLxPm"" collected 1344 from pot with Two Pair, 8's & 4's (hand: 8♦, 7♣)",2020-08-12T03:43:49.981Z,159720382999874
"""Bob @ JBUISqLxPm"" checks",2020-08-12T03:43:49.063Z,159720382908167
"""Khinito @ AftJNm6axT"" checks",2020-08-12T03:43:47.579Z,159720382759694
"river: 4♦, 8♠, 3♦, Q♥ [4♥]",2020-08-12T03:43:30.092Z,159720381010874
"""Khinito @ AftJNm6axT"" calls 240",2020-08-12T03:43:29.177Z,159720380919435
"""Bob @ JBUISqLxPm"" bets 240",2020-08-12T03:43:27.255Z,159720380727112
"""Khinito @ AftJNm6axT"" checks",2020-08-12T03:43:21.191Z,159720380120801
"turn: 4♦, 8♠, 3♦ [Q♥]",2020-08-12T03:43:17.155Z,159720379717360
"""Bob @ JBUISqLxPm"" calls 288",2020-08-12T03:43:16.225Z,159720379624081
"""Khinito @ AftJNm6axT"" bets 288",2020-08-12T03:43:13.881Z,159720379389733
"flop:  [4♦, 8♠, 3♦]",2020-08-12T03:43:02.341Z,159720378235766
"""Khinito @ AftJNm6axT"" calls 144",2020-08-12T03:43:01.420Z,159720378143667
"""Bob @ JBUISqLxPm"" raises to 144",2020-08-12T03:42:58.822Z,159720377883959
"""Khinito @ AftJNm6axT"" posts a big blind of 48",2020-08-12T03:42:54.470Z,159720377448772
"""Bob @ JBUISqLxPm"" posts a small blind of 16",2020-08-12T03:42:54.470Z,159720377448770
"Player stacks: #3 ""Khinito @ AftJNm6axT"" (1172) | #9 ""Bob @ JBUISqLxPm"" (1228)",2020-08-12T03:42:54.470Z,159720377448765
"-- starting hand #121  (Texas Hold'em) (dealer: ""Bob @ JBUISqLxPm"") --",2020-08-12T03:42:54.470Z,159720377448757
"-- ending hand #120 --",2020-08-12T03:42:47.917Z,159720376793442
"""Bob @ JBUISqLxPm"" collected 32 from pot",2020-08-12T03:42:47.917Z,159720376793441
"Uncalled bet of 32 returned to ""Bob @ JBUISqLxPm""",2020-08-12T03:42:47.917Z,159720376793436
"""Khinito @ AftJNm6axT"" folds",2020-08-12T03:42:46.496Z,159720376651244
"""Bob @ JBUISqLxPm"" posts a big blind of 48",2020-08-12T03:42:42.335Z,159720376235200
"""Khinito @ AftJNm6axT"" posts a small blind of 16",2020-08-12T03:42:42.335Z,159720376235199
"Player stacks: #3 ""Khinito @ AftJNm6axT"" (1188) | #9 ""Bob @ JBUISqLxPm"" (1212)",2020-08-12T03:42:42.335Z,159720376235193
"-- starting hand #120  (Texas Hold'em) (dealer: ""Khinito @ AftJNm6axT"") --",2020-08-12T03:42:42.335Z,159720376235188
"-- ending hand #119 --",2020-08-12T03:42:35.788Z,159720375580520
"""Khinito @ AftJNm6axT"" collected 32 from pot",2020-08-12T03:42:35.788Z,159720375580518
"Uncalled bet of 32 returned to ""Khinito @ AftJNm6axT""",2020-08-12T03:42:35.788Z,159720375580512
"""Bob @ JBUISqLxPm"" folds",2020-08-12T03:42:34.372Z,159720375438886
"""Khinito @ AftJNm6axT"" posts a big blind of 48",2020-08-12T03:42:26.980Z,159720374699819
"""Bob @ JBUISqLxPm"" posts a small blind of 16",2020-08-12T03:42:26.980Z,159720374699818
"Player stacks: #3 ""Khinito @ AftJNm6axT"" (1172) | #9 ""Bob @ JBUISqLxPm"" (1228)",2020-08-12T03:42:26.980Z,159720374699812
"-- starting hand #119  (Texas Hold'em) (dealer: ""Bob @ JBUISqLxPm"") --",2020-08-12T03:42:26.980Z,159720374699806
"-- ending hand #118 --",2020-08-12T03:42:20.428Z,159720374044507
"""Bob @ JBUISqLxPm"" collected 32 from pot",2020-08-12T03:42:20.428Z,159720374044506
"Uncalled bet of 32 returned to ""Bob @ JBUISqLxPm""",2020-08-12T03:42:20.428Z,159720374044500
"""Khinito @ AftJNm6axT"" folds",2020-08-12T03:42:18.996Z,159720373901319
"""Bob @ JBUISqLxPm"" posts a big blind of 48",2020-08-12T03:42:02.073Z,159720372209017
"""Khinito @ AftJNm6axT"" posts a small blind of 16",2020-08-12T03:42:02.073Z,159720372209015
"Player stacks: #3 ""Khinito @ AftJNm6axT"" (1188) | #9 ""Bob @ JBUISqLxPm"" (1212)",2020-08-12T03:42:02.073Z,159720372209005
"-- starting hand #118  (Texas Hold'em) (dealer: ""Khinito @ AftJNm6axT"") --",2020-08-12T03:42:02.073Z,159720372208999
"-- ending hand #117 --",2020-08-12T03:41:55.538Z,159720371555551
"""Bob @ JBUISqLxPm"" collected 480 from pot",2020-08-12T03:41:55.538Z,159720371555549
"Uncalled bet of 732 returned to ""Bob @ JBUISqLxPm""",2020-08-12T03:41:55.538Z,159720371555543
"""Khinito @ AftJNm6axT"" folds",2020-08-12T03:41:54.106Z,159720371412267
"""Bob @ JBUISqLxPm"" raises to 876 and go all in",2020-08-12T03:41:52.023Z,159720371203991
"""Khinito @ AftJNm6axT"" bets 144",2020-08-12T03:41:45.998Z,159720370604402
"flop:  [A♣, 10♣, 5♦]",2020-08-12T03:41:40.221Z,159720370023818
"""Bob @ JBUISqLxPm"" calls 96",2020-08-12T03:41:39.304Z,159720369932146
"""Khinito @ AftJNm6axT"" raises to 96",2020-08-12T03:41:37.336Z,159720369735228
"""Bob @ JBUISqLxPm"" calls 48",2020-08-12T03:41:33.166Z,159720369318251
"""Khinito @ AftJNm6axT"" posts a big blind of 48",2020-08-12T03:41:29.439Z,159720368945520
"""Bob @ JBUISqLxPm"" posts a small blind of 16",2020-08-12T03:41:29.439Z,159720368945519
"Player stacks: #3 ""Khinito @ AftJNm6axT"" (1428) | #9 ""Bob @ JBUISqLxPm"" (972)",2020-08-12T03:41:29.439Z,159720368945514
"-- starting hand #117  (Texas Hold'em) (dealer: ""Bob @ JBUISqLxPm"") --",2020-08-12T03:41:29.439Z,159720368945508
"-- ending hand #116 --",2020-08-12T03:41:22.907Z,159720368292576
"""Bob @ JBUISqLxPm"" collected 32 from pot",2020-08-12T03:41:22.907Z,159720368292574
"Uncalled bet of 32 returned to ""Bob @ JBUISqLxPm""",2020-08-12T03:41:22.907Z,159720368292569
"""Khinito @ AftJNm6axT"" folds",2020-08-12T03:41:21.491Z,159720368150832
"""Bob @ JBUISqLxPm"" posts a big blind of 48",2020-08-12T03:41:19.849Z,159720367986637
"""Khinito @ AftJNm6axT"" posts a small blind of 16",2020-08-12T03:41:19.849Z,159720367986636
"Player stacks: #3 ""Khinito @ AftJNm6axT"" (1444) | #9 ""Bob @ JBUISqLxPm"" (956)",2020-08-12T03:41:19.849Z,159720367986626
"-- starting hand #116  (Texas Hold'em) (dealer: ""Khinito @ AftJNm6axT"") --",2020-08-12T03:41:19.849Z,159720367986621
"-- ending hand #115 --",2020-08-12T03:41:13.265Z,159720367328350
"""Khinito @ AftJNm6axT"" shows a 9♠, 7♠.",2020-08-12T03:41:13.265Z,159720367328349
"""Bob @ JBUISqLxPm"" collected 288 from pot with Straight, 5 High (hand: 4♣, 2♣)",2020-08-12T03:41:13.265Z,159720367328345
"""Bob @ JBUISqLxPm"" checks",2020-08-12T03:41:12.351Z,159720367236752
"""Khinito @ AftJNm6axT"" checks",2020-08-12T03:41:11.398Z,159720367141377
"river: 2♠, 3♥, 8♣, A♣ [5♠]",2020-08-12T03:41:05.277Z,159720366529564
"""Bob @ JBUISqLxPm"" checks",2020-08-12T03:41:04.355Z,159720366437201
"""Khinito @ AftJNm6axT"" checks",2020-08-12T03:41:03.401Z,159720366341735
"turn: 2♠, 3♥, 8♣ [A♣]",2020-08-12T03:41:00.833Z,159720366085030
"""Bob @ JBUISqLxPm"" checks",2020-08-12T03:40:59.904Z,159720365992121
"""Khinito @ AftJNm6axT"" checks",2020-08-12T03:40:58.946Z,159720365896532
"flop:  [2♠, 3♥, 8♣]",2020-08-12T03:40:56.239Z,159720365625682
"""Khinito @ AftJNm6axT"" calls 144",2020-08-12T03:40:55.324Z,159720365534075
"""Bob @ JBUISqLxPm"" raises to 144",2020-08-12T03:40:53.750Z,159720365376717
"""Khinito @ AftJNm6axT"" posts a big blind of 48",2020-08-12T03:40:48.183Z,159720364820066
"""Bob @ JBUISqLxPm"" posts a small blind of 16",2020-08-12T03:40:48.183Z,159720364820065
"Player stacks: #3 ""Khinito @ AftJNm6axT"" (1588) | #9 ""Bob @ JBUISqLxPm"" (812)",2020-08-12T03:40:48.183Z,159720364820059
"-- starting hand #115  (Texas Hold'em) (dealer: ""Bob @ JBUISqLxPm"") --",2020-08-12T03:40:48.183Z,159720364820054
"-- ending hand #114 --",2020-08-12T03:40:41.672Z,159720364168864
"""Khinito @ AftJNm6axT"" collected 480 from pot",2020-08-12T03:40:41.672Z,159720364168862
"Uncalled bet of 240 returned to ""Khinito @ AftJNm6axT""",2020-08-12T03:40:41.672Z,159720364168857
"""Bob @ JBUISqLxPm"" folds",2020-08-12T03:40:40.208Z,159720364022509
"""Khinito @ AftJNm6axT"" raises to 336",2020-08-12T03:40:38.186Z,159720363820382
"""Bob @ JBUISqLxPm"" bets 96",2020-08-12T03:40:30.697Z,159720363071501
"flop:  [5♥, Q♠, 7♦]",2020-08-12T03:40:17.279Z,159720361729584
"""Khinito @ AftJNm6axT"" calls 144",2020-08-12T03:40:16.360Z,159720361637706
"""Bob @ JBUISqLxPm"" raises to 144",2020-08-12T03:40:14.536Z,159720361455287
"""Khinito @ AftJNm6axT"" calls 48",2020-08-12T03:40:08.624Z,159720360864007
"""Bob @ JBUISqLxPm"" posts a big blind of 48",2020-08-12T03:40:04.214Z,159720360423256
"""Khinito @ AftJNm6axT"" posts a small blind of 16",2020-08-12T03:40:04.214Z,159720360423254
"Player stacks: #3 ""Khinito @ AftJNm6axT"" (1348) | #9 ""Bob @ JBUISqLxPm"" (1052)",2020-08-12T03:40:04.214Z,159720360423249
"-- starting hand #114  (Texas Hold'em) (dealer: ""Khinito @ AftJNm6axT"") --",2020-08-12T03:40:04.214Z,159720360423243
"-- ending hand #113 --",2020-08-12T03:39:57.676Z,159720359769421
"""Khinito @ AftJNm6axT"" collected 32 from pot",2020-08-12T03:39:57.676Z,159720359769420
"Uncalled bet of 32 returned to ""Khinito @ AftJNm6axT""",2020-08-12T03:39:57.676Z,159720359769414
"""Bob @ JBUISqLxPm"" folds",2020-08-12T03:39:56.252Z,159720359626916
"""Khinito @ AftJNm6axT"" posts a big blind of 48",2020-08-12T03:39:52.199Z,159720359221612
"""Bob @ JBUISqLxPm"" posts a small blind of 16",2020-08-12T03:39:52.199Z,159720359221610
"Player stacks: #3 ""Khinito @ AftJNm6axT"" (1332) | #9 ""Bob @ JBUISqLxPm"" (1068)",2020-08-12T03:39:52.199Z,159720359221605
"-- starting hand #113  (Texas Hold'em) (dealer: ""Bob @ JBUISqLxPm"") --",2020-08-12T03:39:52.199Z,159720359221599
"-- ending hand #112 --",2020-08-12T03:39:45.682Z,159720358569813
"""Bob @ JBUISqLxPm"" collected 32 from pot",2020-08-12T03:39:45.682Z,159720358569812
"Uncalled bet of 32 returned to ""Bob @ JBUISqLxPm""",2020-08-12T03:39:45.682Z,159720358569804
"""Khinito @ AftJNm6axT"" folds",2020-08-12T03:39:44.269Z,159720358428565
"""Bob @ JBUISqLxPm"" posts a big blind of 48",2020-08-12T03:39:38.047Z,159720357806338
"""Khinito @ AftJNm6axT"" posts a small blind of 16",2020-08-12T03:39:38.047Z,159720357806336
"Player stacks: #3 ""Khinito @ AftJNm6axT"" (1348) | #9 ""Bob @ JBUISqLxPm"" (1052)",2020-08-12T03:39:38.047Z,159720357806330
"-- starting hand #112  (Texas Hold'em) (dealer: ""Khinito @ AftJNm6axT"") --",2020-08-12T03:39:38.047Z,159720357806328
"The player ""Speedy @ R33UQXMTfx"" quits the game with a stack of 0.",2020-08-12T03:39:38.047Z,159720357806323
"""Bob @ JBUISqLxPm"" shows a 9♥, 4♣.",2020-08-12T03:39:35.630Z,159720357564670
"-- ending hand #111 --",2020-08-12T03:39:30.479Z,159720357049664
"""Khinito @ AftJNm6axT"" collected 96 from pot with Pair, A's (hand: K♦, A♦)",2020-08-12T03:39:30.479Z,159720357049660
"river: A♣, Q♦, 3♠, 4♠ [9♣]",2020-08-12T03:39:27.448Z,159720356746603
"turn: A♣, Q♦, 3♠ [4♠]",2020-08-12T03:39:24.423Z,159720356443980
"""Speedy @ R33UQXMTfx"" shows a K♥, 4♦.",2020-08-12T03:39:21.405Z,159720356142255
"""Khinito @ AftJNm6axT"" shows a K♦, A♦.",2020-08-12T03:39:21.405Z,159720356142254
"flop:  [A♣, Q♦, 3♠]",2020-08-12T03:39:21.405Z,159720356142249
"""Khinito @ AftJNm6axT"" calls 48",2020-08-12T03:39:20.489Z,159720356050700
