entry,at,order
"""Speedy @ Wx7WWwDMS7"" calls 12",2020-09-26T02:18:15.473Z,160108669547400
"""Aiden @ 9E_m9T7j79"" folds",2020-09-26T02:18:14.653Z,160108669465400
"""Katelyn @ n8SGnipovE"" posts a big blind of 12",2020-09-26T02:18:01.636Z,160108668163807
"""Tristan @ 5N06FS8FIV"" posts a small blind of 4",2020-09-26T02:18:01.636Z,160108668163806
"Your hand is 10♥, 4♠",2020-09-26T02:18:01.636Z,160108668163804
"Player stacks: #3 ""Tristan @ 5N06FS8FIV"" (394) | #5 ""Katelyn @ n8SGnipovE"" (696) | #6 ""Aiden @ 9E_m9T7j79"" (769) | #7 ""Speedy @ Wx7WWwDMS7"" (541)",2020-09-26T02:18:01.636Z,160108668163801
"-- starting hand #68  (No Limit Texas Hold'em) (dealer: ""Speedy @ Wx7WWwDMS7"") --",2020-09-26T02:18:01.636Z,160108668163800
"-- ending hand #67 --",2020-09-26T02:17:55.704Z,160108667570502
"""Speedy @ Wx7WWwDMS7"" collected 24 from pot",2020-09-26T02:17:55.704Z,160108667570501
"Uncalled bet of 50 returned to ""Speedy @ Wx7WWwDMS7""",2020-09-26T02:17:55.704Z,160108667570500
"""Tristan @ 5N06FS8FIV"" folds",2020-09-26T02:17:54.895Z,160108667489500
"""Speedy @ Wx7WWwDMS7"" bets 50",2020-09-26T02:17:53.614Z,160108667361500
"flop:  [J♠, J♣, 6♠]",2020-09-26T02:17:48.457Z,160108666845800
"""Tristan @ 5N06FS8FIV"" checks",2020-09-26T02:17:47.648Z,160108666764900
"""Speedy @ Wx7WWwDMS7"" calls 12",2020-09-26T02:17:46.806Z,160108666680700
"""Aiden @ 9E_m9T7j79"" folds",2020-09-26T02:17:40.401Z,160108666040300
"""Katelyn @ n8SGnipovE"" folds",2020-09-26T02:17:34.383Z,160108665438400
"""Tristan @ 5N06FS8FIV"" posts a big blind of 12",2020-09-26T02:17:31.482Z,160108665148307
"""Speedy @ Wx7WWwDMS7"" posts a small blind of 4",2020-09-26T02:17:31.482Z,160108665148306
"Your hand is J♥, 9♣",2020-09-26T02:17:31.482Z,160108665148304
"Player stacks: #3 ""Tristan @ 5N06FS8FIV"" (406) | #5 ""Katelyn @ n8SGnipovE"" (696) | #6 ""Aiden @ 9E_m9T7j79"" (769) | #7 ""Speedy @ Wx7WWwDMS7"" (529)",2020-09-26T02:17:31.482Z,160108665148301
"-- starting hand #67  (No Limit Texas Hold'em) (dealer: ""Aiden @ 9E_m9T7j79"") --",2020-09-26T02:17:31.482Z,160108665148300
"""Speedy @ Wx7WWwDMS7"" shows a J♣, A♣.",2020-09-26T02:17:25.548Z,160108664554800
"-- ending hand #66 --",2020-09-26T02:17:24.842Z,160108664484302
"""Speedy @ Wx7WWwDMS7"" collected 8 from pot",2020-09-26T02:17:24.842Z,160108664484301
"Uncalled bet of 8 returned to ""Speedy @ Wx7WWwDMS7""",2020-09-26T02:17:24.842Z,160108664484300
"""Aiden @ 9E_m9T7j79"" folds",2020-09-26T02:17:24.029Z,160108664403000
"""Katelyn @ n8SGnipovE"" folds",2020-09-26T02:17:18.023Z,160108663802400
"""Tristan @ 5N06FS8FIV"" folds",2020-09-26T02:17:16.495Z,160108663649600
"""Speedy @ Wx7WWwDMS7"" posts a big blind of 12",2020-09-26T02:17:14.992Z,160108663499307
"""Aiden @ 9E_m9T7j79"" posts a small blind of 4",2020-09-26T02:17:14.992Z,160108663499306
"Your hand is 7♥, 5♠",2020-09-26T02:17:14.992Z,160108663499304
"Player stacks: #3 ""Tristan @ 5N06FS8FIV"" (406) | #5 ""Katelyn @ n8SGnipovE"" (696) | #6 ""Aiden @ 9E_m9T7j79"" (773) | #7 ""Speedy @ Wx7WWwDMS7"" (525)",2020-09-26T02:17:14.992Z,160108663499301
"-- starting hand #66  (No Limit Texas Hold'em) (dealer: ""Katelyn @ n8SGnipovE"") --",2020-09-26T02:17:14.992Z,160108663499300
"""Tristan @ 5N06FS8FIV"" shows a 6♥, 2♠.",2020-09-26T02:17:13.282Z,160108663328300
"Undealt cards:  [2♥, 10♥, 9♥, A♦, J♣]",2020-09-26T02:17:12.661Z,160108663266200
"""Aiden @ 9E_m9T7j79"" shows a 4♣, 8♥.",2020-09-26T02:17:10.294Z,160108663029500
"-- ending hand #65 --",2020-09-26T02:17:07.654Z,160108662765502
"""Aiden @ 9E_m9T7j79"" collected 8 from pot",2020-09-26T02:17:07.654Z,160108662765501
"Uncalled bet of 8 returned to ""Aiden @ 9E_m9T7j79""",2020-09-26T02:17:07.654Z,160108662765500
"""Katelyn @ n8SGnipovE"" folds",2020-09-26T02:17:06.832Z,160108662683300
"""Tristan @ 5N06FS8FIV"" folds",2020-09-26T02:17:05.772Z,160108662577300
"""Speedy @ Wx7WWwDMS7"" folds",2020-09-26T02:17:04.934Z,160108662493500
"""Aiden @ 9E_m9T7j79"" posts a big blind of 12",2020-09-26T02:16:52.865Z,160108661286607
"""Katelyn @ n8SGnipovE"" posts a small blind of 4",2020-09-26T02:16:52.865Z,160108661286606
"Your hand is 4♣, 8♥",2020-09-26T02:16:52.865Z,160108661286604
"Player stacks: #3 ""Tristan @ 5N06FS8FIV"" (406) | #5 ""Katelyn @ n8SGnipovE"" (700) | #6 ""Aiden @ 9E_m9T7j79"" (769) | #7 ""Speedy @ Wx7WWwDMS7"" (525)",2020-09-26T02:16:52.865Z,160108661286601
"-- starting hand #65  (No Limit Texas Hold'em) (dealer: ""Tristan @ 5N06FS8FIV"") --",2020-09-26T02:16:52.865Z,160108661286600
"""Katelyn @ n8SGnipovE"" shows a 9♥, 7♥.",2020-09-26T02:16:49.176Z,160108660917700
"""Speedy @ Wx7WWwDMS7"" shows a Q♣, Q♥.",2020-09-26T02:16:46.321Z,160108660632200
"-- ending hand #64 --",2020-09-26T02:16:45.556Z,160108660555702
"""Speedy @ Wx7WWwDMS7"" collected 146 from pot",2020-09-26T02:16:45.556Z,160108660555701
"Uncalled bet of 70 returned to ""Speedy @ Wx7WWwDMS7""",2020-09-26T02:16:45.556Z,160108660555700
"""Katelyn @ n8SGnipovE"" folds",2020-09-26T02:16:44.742Z,160108660474300
"""Speedy @ Wx7WWwDMS7"" raises to 100",2020-09-26T02:16:42.195Z,160108660219600
"""Katelyn @ n8SGnipovE"" bets 30",2020-09-26T02:16:35.530Z,160108659553100
"turn: J♠, 10♦, 5♦ [2♦]",2020-09-26T02:16:21.100Z,160108658110100
"""Speedy @ Wx7WWwDMS7"" calls 21",2020-09-26T02:16:20.292Z,160108658029200
"""Aiden @ 9E_m9T7j79"" folds",2020-09-26T02:16:14.417Z,160108657441800
"""Katelyn @ n8SGnipovE"" bets 21",2020-09-26T02:16:05.183Z,160108656518400
"flop:  [J♠, 10♦, 5♦]",2020-09-26T02:15:57.520Z,160108655752200
"""Katelyn @ n8SGnipovE"" checks",2020-09-26T02:15:56.713Z,160108655671400
"""Tristan @ 5N06FS8FIV"" folds",2020-09-26T02:15:52.366Z,160108655236700
"""Speedy @ Wx7WWwDMS7"" calls 12",2020-09-26T02:15:51.545Z,160108655154600
"""Aiden @ 9E_m9T7j79"" checks",2020-09-26T02:15:48.415Z,160108654841600
"""Aiden @ 9E_m9T7j79"" posts a missed big blind of 12",2020-09-26T02:15:39.241Z,160108653924310
"""Aiden @ 9E_m9T7j79"" posts a missing small blind of 4",2020-09-26T02:15:39.241Z,160108653924309
"""Katelyn @ n8SGnipovE"" posts a big blind of 12",2020-09-26T02:15:39.241Z,160108653924308
"""Tristan @ 5N06FS8FIV"" posts a small blind of 4",2020-09-26T02:15:39.241Z,160108653924307
"Your hand is 3♠, 8♥",2020-09-26T02:15:39.241Z,160108653924305
"Player stacks: #3 ""Tristan @ 5N06FS8FIV"" (410) | #5 ""Katelyn @ n8SGnipovE"" (763) | #6 ""Aiden @ 9E_m9T7j79"" (785) | #7 ""Speedy @ Wx7WWwDMS7"" (442)",2020-09-26T02:15:39.241Z,160108653924302
"-- starting hand #64  (No Limit Texas Hold'em) (dealer: ""Speedy @ Wx7WWwDMS7"") --",2020-09-26T02:15:39.241Z,160108653924301
"The player ""Aiden @ 9E_m9T7j79"" joined the game with a stack of 785.",2020-09-26T02:15:39.241Z,160108653924300
"-- ending hand #63 --",2020-09-26T02:15:33.298Z,160108653329902
"""Katelyn @ n8SGnipovE"" collected 156 from pot",2020-09-26T02:15:33.298Z,160108653329901
"Uncalled bet of 107 returned to ""Katelyn @ n8SGnipovE""",2020-09-26T02:15:33.298Z,160108653329900
"""Tristan @ 5N06FS8FIV"" folds",2020-09-26T02:15:32.477Z,160108653247800
"The player ""Aiden @ 9E_m9T7j79"" sit back with the stack of 785.",2020-09-26T02:15:24.757Z,160108652475700
"""Katelyn @ n8SGnipovE"" bets 107",2020-09-26T02:15:24.014Z,160108652401500
"""Tristan @ 5N06FS8FIV"" checks",2020-09-26T02:15:19.663Z,160108651966400
"turn: 3♦, 2♠, 10♦ [3♥]",2020-09-26T02:15:17.884Z,160108651788600
"""Katelyn @ n8SGnipovE"" calls 52",2020-09-26T02:15:17.077Z,160108651707800
"""Tristan @ 5N06FS8FIV"" bets 52",2020-09-26T02:15:14.857Z,160108651485900
"flop:  [3♦, 2♠, 10♦]",2020-09-26T02:15:09.993Z,160108650999400
"""Katelyn @ n8SGnipovE"" calls 24",2020-09-26T02:15:09.187Z,160108650918800
"""Tristan @ 5N06FS8FIV"" raises to 24",2020-09-26T02:15:04.605Z,160108650460600
"""Speedy @ Wx7WWwDMS7"" folds",2020-09-26T02:15:01.453Z,160108650145400
"""Katelyn @ n8SGnipovE"" calls 12",2020-09-26T02:14:55.553Z,160108649555400
"""Tristan @ 5N06FS8FIV"" posts a big blind of 12",2020-09-26T02:14:53.142Z,160108649314306
"""Speedy @ Wx7WWwDMS7"" posts a small blind of 4",2020-09-26T02:14:53.142Z,160108649314305
"Player stacks: #3 ""Tristan @ 5N06FS8FIV"" (486) | #5 ""Katelyn @ n8SGnipovE"" (683) | #7 ""Speedy @ Wx7WWwDMS7"" (446)",2020-09-26T02:14:53.142Z,160108649314301
"-- starting hand #63  (No Limit Texas Hold'em) (dealer: ""Katelyn @ n8SGnipovE"") --",2020-09-26T02:14:53.142Z,160108649314300
"""Speedy @ Wx7WWwDMS7"" shows a K♠, 5♦.",2020-09-26T02:14:50.931Z,160108649093200
"""Katelyn @ n8SGnipovE"" shows a A♣, A♠.",2020-09-26T02:14:47.734Z,160108648773500
"-- ending hand #62 --",2020-09-26T02:14:45.813Z,160108648581302
"""Katelyn @ n8SGnipovE"" collected 24 from pot",2020-09-26T02:14:45.813Z,160108648581301
"Uncalled bet of 24 returned to ""Katelyn @ n8SGnipovE""",2020-09-26T02:14:45.813Z,160108648581300
"""Speedy @ Wx7WWwDMS7"" folds",2020-09-26T02:14:45.000Z,160108648500200
"""Katelyn @ n8SGnipovE"" bets 24",2020-09-26T02:14:34.824Z,160108647482600
"flop:  [2♣, A♦, 10♠]",2020-09-26T02:14:29.385Z,160108646938700
"""Speedy @ Wx7WWwDMS7"" checks",2020-09-26T02:14:28.578Z,160108646857900
"""Katelyn @ n8SGnipovE"" calls 12",2020-09-26T02:14:24.741Z,160108646474200
"""Tristan @ 5N06FS8FIV"" folds",2020-09-26T02:14:22.604Z,160108646260500
"""Speedy @ Wx7WWwDMS7"" posts a big blind of 12",2020-09-26T02:14:19.294Z,160108645929506
"""Katelyn @ n8SGnipovE"" posts a small blind of 4",2020-09-26T02:14:19.294Z,160108645929505
"Player stacks: #3 ""Tristan @ 5N06FS8FIV"" (486) | #5 ""Katelyn @ n8SGnipovE"" (671) | #7 ""Speedy @ Wx7WWwDMS7"" (458)",2020-09-26T02:14:19.294Z,160108645929501
"-- starting hand #62  (No Limit Texas Hold'em) (dealer: ""Tristan @ 5N06FS8FIV"") --",2020-09-26T02:14:19.294Z,160108645929500
"-- ending hand #61 --",2020-09-26T02:14:13.380Z,160108645338102
"""Speedy @ Wx7WWwDMS7"" collected 28 from pot",2020-09-26T02:14:13.380Z,160108645338101
"Uncalled bet of 12 returned to ""Speedy @ Wx7WWwDMS7""",2020-09-26T02:14:13.380Z,160108645338100
"""Katelyn @ n8SGnipovE"" folds",2020-09-26T02:14:12.572Z,160108645257300
"""Speedy @ Wx7WWwDMS7"" bets 12",2020-09-26T02:14:08.538Z,160108644853800
"""Katelyn @ n8SGnipovE"" checks",2020-09-26T02:14:05.463Z,160108644546400
"flop:  [A♦, K♣, 4♦]",2020-09-26T02:14:02.485Z,160108644248500
"""Katelyn @ n8SGnipovE"" checks",2020-09-26T02:14:01.674Z,160108644167500
"""Tristan @ 5N06FS8FIV"" folds",2020-09-26T02:13:56.378Z,160108643637900
"""Speedy @ Wx7WWwDMS7"" calls 12",2020-09-26T02:13:52.546Z,160108643254700
"""Katelyn @ n8SGnipovE"" posts a big blind of 12",2020-09-26T02:13:50.627Z,160108643062907
"""Tristan @ 5N06FS8FIV"" posts a small blind of 4",2020-09-26T02:13:50.627Z,160108643062906
"Player stacks: #3 ""Tristan @ 5N06FS8FIV"" (490) | #5 ""Katelyn @ n8SGnipovE"" (683) | #7 ""Speedy @ Wx7WWwDMS7"" (442)",2020-09-26T02:13:50.627Z,160108643062902
"-- starting hand #61  (No Limit Texas Hold'em) (dealer: ""Speedy @ Wx7WWwDMS7"") --",2020-09-26T02:13:50.627Z,160108643062901
"The player ""Aiden @ 9E_m9T7j79"" stand up with the stack of 785.",2020-09-26T02:13:50.627Z,160108643062900
"-- ending hand #60 --",2020-09-26T02:13:43.622Z,160108642362403
"""Speedy @ Wx7WWwDMS7"" shows a 10♦, 10♠.",2020-09-26T02:13:43.622Z,160108642362402
"""Tristan @ 5N06FS8FIV"" collected 144 from pot with Pair, K's (combination: K♠, K♣, J♣, 8♠, 7♠)",2020-09-26T02:13:43.622Z,160108642362401
"""Tristan @ 5N06FS8FIV"" shows a 8♠, K♠.",2020-09-26T02:13:43.622Z,160108642362400
"""Tristan @ 5N06FS8FIV"" checks",2020-09-26T02:13:42.814Z,160108642281500
"""Speedy @ Wx7WWwDMS7"" checks",2020-09-26T02:13:40.933Z,160108642093400
"river: 7♠, 5♣, 4♠, J♣ [K♣]",2020-09-26T02:13:37.526Z,160108641753200
"""Speedy @ Wx7WWwDMS7"" calls 48",2020-09-26T02:13:36.708Z,160108641670900
"""Tristan @ 5N06FS8FIV"" bets 48",2020-09-26T02:13:35.454Z,160108641545400
"""Speedy @ Wx7WWwDMS7"" checks",2020-09-26T02:13:32.362Z,160108641236300
"turn: 7♠, 5♣, 4♠ [J♣]",2020-09-26T02:13:29.650Z,160108640965200
"""Tristan @ 5N06FS8FIV"" checks",2020-09-26T02:13:28.846Z,160108640884600
"""Speedy @ Wx7WWwDMS7"" checks",2020-09-26T02:13:27.699Z,160108640770000
"flop:  [7♠, 5♣, 4♠]",2020-09-26T02:13:24.418Z,160108640441900
"""Speedy @ Wx7WWwDMS7"" calls 24",2020-09-26T02:13:23.598Z,160108640359900
"""Tristan @ 5N06FS8FIV"" raises to 24",2020-09-26T02:13:20.804Z,160108640080500
"""Speedy @ Wx7WWwDMS7"" calls 12",2020-09-26T02:13:18.193Z,160108639819400
"""Aiden @ 9E_m9T7j79"" folds",2020-09-26T02:13:10.056Z,160108639005700
"""Katelyn @ n8SGnipovE"" folds",2020-09-26T02:13:08.731Z,160108638873200
"""Tristan @ 5N06FS8FIV"" posts a big blind of 12",2020-09-26T02:12:59.584Z,160108637958607
"""Speedy @ Wx7WWwDMS7"" posts a small blind of 4",2020-09-26T02:12:59.584Z,160108637958606
"Your hand is 4♣, Q♣",2020-09-26T02:12:59.584Z,160108637958604
"Player stacks: #3 ""Tristan @ 5N06FS8FIV"" (418) | #5 ""Katelyn @ n8SGnipovE"" (683) | #6 ""Aiden @ 9E_m9T7j79"" (785) | #7 ""Speedy @ Wx7WWwDMS7"" (514)",2020-09-26T02:12:59.584Z,160108637958601
"-- starting hand #60  (No Limit Texas Hold'em) (dealer: ""Aiden @ 9E_m9T7j79"") --",2020-09-26T02:12:59.584Z,160108637958600
"Undealt cards:  [7♠, 2♥, 7♦, 6♦, J♥]",2020-09-26T02:12:55.169Z,160108637517300
"-- ending hand #59 --",2020-09-26T02:12:53.661Z,160108637366202
"""Speedy @ Wx7WWwDMS7"" collected 8 from pot",2020-09-26T02:12:53.661Z,160108637366201
"Uncalled bet of 8 returned to ""Speedy @ Wx7WWwDMS7""",2020-09-26T02:12:53.661Z,160108637366200
"""Aiden @ 9E_m9T7j79"" folds",2020-09-26T02:12:52.856Z,160108637285700
"""Katelyn @ n8SGnipovE"" folds",2020-09-26T02:12:48.760Z,160108636876100
"""Tristan @ 5N06FS8FIV"" folds",2020-09-26T02:12:47.758Z,160108636775900
"""Speedy @ Wx7WWwDMS7"" posts a big blind of 12",2020-09-26T02:12:39.751Z,160108635975207
"""Aiden @ 9E_m9T7j79"" posts a small blind of 4",2020-09-26T02:12:39.751Z,160108635975206
"Your hand is 3♠, 9♥",2020-09-26T02:12:39.751Z,160108635975204
"Player stacks: #3 ""Tristan @ 5N06FS8FIV"" (418) | #5 ""Katelyn @ n8SGnipovE"" (683) | #6 ""Aiden @ 9E_m9T7j79"" (789) | #7 ""Speedy @ Wx7WWwDMS7"" (510)",2020-09-26T02:12:39.751Z,160108635975201
"-- starting hand #59  (No Limit Texas Hold'em) (dealer: ""Katelyn @ n8SGnipovE"") --",2020-09-26T02:12:39.751Z,160108635975200
"Undealt cards: 9♥, 3♦, 9♦ [Q♠, 6♦]",2020-09-26T02:12:35.315Z,160108635532600
"-- ending hand #58 --",2020-09-26T02:12:33.830Z,160108635383102
"""Katelyn @ n8SGnipovE"" collected 60 from pot",2020-09-26T02:12:33.830Z,160108635383101
"Uncalled bet of 24 returned to ""Katelyn @ n8SGnipovE""",2020-09-26T02:12:33.830Z,160108635383100
"""Speedy @ Wx7WWwDMS7"" folds",2020-09-26T02:12:33.023Z,160108635302400
"""Katelyn @ n8SGnipovE"" bets 24",2020-09-26T02:12:28.485Z,160108634848500
"flop:  [9♥, 3♦, 9♦]",2020-09-26T02:12:20.252Z,160108634025300
"""Speedy @ Wx7WWwDMS7"" calls 24",2020-09-26T02:12:19.441Z,160108633944200
"""Aiden @ 9E_m9T7j79"" folds",2020-09-26T02:12:15.692Z,160108633569600
"""Katelyn @ n8SGnipovE"" raises to 24",2020-09-26T02:12:10.393Z,160108633039300
"""Tristan @ 5N06FS8FIV"" folds",2020-09-26T02:12:07.009Z,160108632701000
"""Speedy @ Wx7WWwDMS7"" calls 12",2020-09-26T02:12:06.177Z,160108632617800
"""Aiden @ 9E_m9T7j79"" posts a big blind of 12",2020-09-26T02:12:01.125Z,160108632112707
"""Katelyn @ n8SGnipovE"" posts a small blind of 4",2020-09-26T02:12:01.125Z,160108632112706
"Your hand is 9♠, 2♥",2020-09-26T02:12:01.125Z,160108632112704
"Player stacks: #3 ""Tristan @ 5N06FS8FIV"" (418) | #5 ""Katelyn @ n8SGnipovE"" (647) | #6 ""Aiden @ 9E_m9T7j79"" (801) | #7 ""Speedy @ Wx7WWwDMS7"" (534)",2020-09-26T02:12:01.125Z,160108632112701
"-- starting hand #58  (No Limit Texas Hold'em) (dealer: ""Tristan @ 5N06FS8FIV"") --",2020-09-26T02:12:01.125Z,160108632112700
"-- ending hand #57 --",2020-09-26T02:11:55.180Z,160108631518102
"""Tristan @ 5N06FS8FIV"" collected 24 from pot",2020-09-26T02:11:55.180Z,160108631518101
"Uncalled bet of 24 returned to ""Tristan @ 5N06FS8FIV""",2020-09-26T02:11:55.180Z,160108631518100
"""Katelyn @ n8SGnipovE"" folds",2020-09-26T02:11:54.368Z,160108631436900
"""Tristan @ 5N06FS8FIV"" bets 24",2020-09-26T02:11:51.554Z,160108631155500
"flop:  [6♣, 7♣, 8♣]",2020-09-26T02:11:45.948Z,160108630595000
"""Katelyn @ n8SGnipovE"" checks",2020-09-26T02:11:45.138Z,160108630513900
"""Tristan @ 5N06FS8FIV"" calls 12",2020-09-26T02:11:44.284Z,160108630428700
"""Speedy @ Wx7WWwDMS7"" folds",2020-09-26T02:11:42.882Z,160108630288300
"""Aiden @ 9E_m9T7j79"" folds",2020-09-26T02:11:38.992Z,160108629899300
"""Katelyn @ n8SGnipovE"" posts a big blind of 12",2020-09-26T02:11:32.230Z,160108629223107
"""Tristan @ 5N06FS8FIV"" posts a small blind of 4",2020-09-26T02:11:32.230Z,160108629223106
"Your hand is J♠, 2♥",2020-09-26T02:11:32.230Z,160108629223104
"Player stacks: #3 ""Tristan @ 5N06FS8FIV"" (406) | #5 ""Katelyn @ n8SGnipovE"" (659) | #6 ""Aiden @ 9E_m9T7j79"" (801) | #7 ""Speedy @ Wx7WWwDMS7"" (534)",2020-09-26T02:11:32.230Z,160108629223101
"-- starting hand #57  (No Limit Texas Hold'em) (dealer: ""Speedy @ Wx7WWwDMS7"") --",2020-09-26T02:11:32.230Z,160108629223100
"-- ending hand #56 --",2020-09-26T02:11:26.303Z,160108628630402
"""Tristan @ 5N06FS8FIV"" collected 8 from pot",2020-09-26T02:11:26.303Z,160108628630401
"Uncalled bet of 8 returned to ""Tristan @ 5N06FS8FIV""",2020-09-26T02:11:26.303Z,160108628630400
"""Speedy @ Wx7WWwDMS7"" folds",2020-09-26T02:11:25.497Z,160108628549800
"""Aiden @ 9E_m9T7j79"" folds",2020-09-26T02:11:21.781Z,160108628178200
"""Katelyn @ n8SGnipovE"" folds",2020-09-26T02:11:15.260Z,160108627526000
"""Tristan @ 5N06FS8FIV"" posts a big blind of 12",2020-09-26T02:11:11.659Z,160108627166107
"""Speedy @ Wx7WWwDMS7"" posts a small blind of 4",2020-09-26T02:11:11.659Z,160108627166106
"Your hand is 4♥, 10♦",2020-09-26T02:11:11.659Z,160108627166104
"Player stacks: #3 ""Tristan @ 5N06FS8FIV"" (402) | #5 ""Katelyn @ n8SGnipovE"" (659) | #6 ""Aiden @ 9E_m9T7j79"" (801) | #7 ""Speedy @ Wx7WWwDMS7"" (538)",2020-09-26T02:11:11.659Z,160108627166001
"-- starting hand #56  (No Limit Texas Hold'em) (dealer: ""Aiden @ 9E_m9T7j79"") --",2020-09-26T02:11:11.659Z,160108627166000
"Undealt cards:  [7♣, 5♣, 10♣, 5♥, 8♦]",2020-09-26T02:11:07.604Z,160108626760500
"""Speedy @ Wx7WWwDMS7"" shows a 3♦, 9♦.",2020-09-26T02:11:06.796Z,160108626680000
"-- ending hand #55 --",2020-09-26T02:11:05.032Z,160108626503302
"""Speedy @ Wx7WWwDMS7"" collected 8 from pot",2020-09-26T02:11:05.032Z,160108626503301
"Uncalled bet of 8 returned to ""Speedy @ Wx7WWwDMS7""",2020-09-26T02:11:05.032Z,160108626503300
"""Aiden @ 9E_m9T7j79"" folds",2020-09-26T02:11:04.225Z,160108626422600
"""Katelyn @ n8SGnipovE"" folds",2020-09-26T02:10:58.920Z,160108625892000
"""Tristan @ 5N06FS8FIV"" folds",2020-09-26T02:10:58.066Z,160108625806700
"""Speedy @ Wx7WWwDMS7"" posts a big blind of 12",2020-09-26T02:10:53.541Z,160108625354207
"""Aiden @ 9E_m9T7j79"" posts a small blind of 4",2020-09-26T02:10:53.541Z,160108625354206
"Your hand is J♠, 4♥",2020-09-26T02:10:53.541Z,160108625354204
"Player stacks: #3 ""Tristan @ 5N06FS8FIV"" (402) | #5 ""Katelyn @ n8SGnipovE"" (659) | #6 ""Aiden @ 9E_m9T7j79"" (805) | #7 ""Speedy @ Wx7WWwDMS7"" (534)",2020-09-26T02:10:53.541Z,160108625354201
"-- starting hand #55  (No Limit Texas Hold'em) (dealer: ""Katelyn @ n8SGnipovE"") --",2020-09-26T02:10:53.541Z,160108625354200
"-- ending hand #54 --",2020-09-26T02:10:47.638Z,160108624763902
"""Katelyn @ n8SGnipovE"" collected 236 from pot",2020-09-26T02:10:47.638Z,160108624763901
"Uncalled bet of 100 returned to ""Katelyn @ n8SGnipovE""",2020-09-26T02:10:47.638Z,160108624763900
"""Speedy @ Wx7WWwDMS7"" folds",2020-09-26T02:10:46.829Z,160108624683000
"""Katelyn @ n8SGnipovE"" bets 100",2020-09-26T02:10:33.802Z,160108623380300
"turn: 5♦, Q♦, J♠ [7♣]",2020-09-26T02:10:29.925Z,160108622992600
"""Katelyn @ n8SGnipovE"" calls 100",2020-09-26T02:10:29.111Z,160108622911200
"""Speedy @ Wx7WWwDMS7"" raises to 100",2020-09-26T02:10:26.964Z,160108622696400
"""Aiden @ 9E_m9T7j79"" folds",2020-09-26T02:10:23.483Z,160108622348400
"""Katelyn @ n8SGnipovE"" bets 24",2020-09-26T02:10:18.504Z,160108621850500
"flop:  [5♦, Q♦, J♠]",2020-09-26T02:10:14.303Z,160108621430400
"""Aiden @ 9E_m9T7j79"" checks",2020-09-26T02:10:13.485Z,160108621348600
"""Katelyn @ n8SGnipovE"" calls 12",2020-09-26T02:10:09.989Z,160108620999000
"""Tristan @ 5N06FS8FIV"" folds",2020-09-26T02:10:09.075Z,160108620907600
"""Speedy @ Wx7WWwDMS7"" calls 12",2020-09-26T02:10:06.664Z,160108620666500
"""Aiden @ 9E_m9T7j79"" posts a big blind of 12",2020-09-26T02:10:01.438Z,160108620144307
"""Katelyn @ n8SGnipovE"" posts a small blind of 4",2020-09-26T02:10:01.438Z,160108620144306
"Your hand is 2♠, 4♥",2020-09-26T02:10:01.438Z,160108620144304
"Player stacks: #3 ""Tristan @ 5N06FS8FIV"" (402) | #5 ""Katelyn @ n8SGnipovE"" (535) | #6 ""Aiden @ 9E_m9T7j79"" (817) | #7 ""Speedy @ Wx7WWwDMS7"" (646)",2020-09-26T02:10:01.438Z,160108620144301
"-- starting hand #54  (No Limit Texas Hold'em) (dealer: ""Tristan @ 5N06FS8FIV"") --",2020-09-26T02:10:01.438Z,160108620144300
"-- ending hand #53 --",2020-09-26T02:09:54.911Z,160108619491304
"""Katelyn @ n8SGnipovE"" shows a A♠, 2♣.",2020-09-26T02:09:54.911Z,160108619491303
"""Tristan @ 5N06FS8FIV"" collected 402 from pot with Pair, K's (combination: K♠, K♣, Q♠, J♥, 9♦)",2020-09-26T02:09:54.911Z,160108619491302
"""Tristan @ 5N06FS8FIV"" shows a K♠, Q♠.",2020-09-26T02:09:54.911Z,160108619491301
"Uncalled bet of 535 returned to ""Katelyn @ n8SGnipovE""",2020-09-26T02:09:54.911Z,160108619491300
"""Tristan @ 5N06FS8FIV"" calls 165 and go all in",2020-09-26T02:09:54.105Z,160108619410600
"""Katelyn @ n8SGnipovE"" raises to 700 and go all in",2020-09-26T02:09:52.842Z,160108619284300
"""Tristan @ 5N06FS8FIV"" bets 72",2020-09-26T02:09:44.230Z,160108618423000
"river: K♣, 3♠, 9♦, J♥ [6♠]",2020-09-26T02:09:35.984Z,160108617598700
"""Katelyn @ n8SGnipovE"" calls 24",2020-09-26T02:09:35.173Z,160108617517400
"""Tristan @ 5N06FS8FIV"" bets 24",2020-09-26T02:09:33.299Z,160108617330000
"turn: K♣, 3♠, 9♦ [J♥]",2020-09-26T02:09:29.283Z,160108616928500
"""Katelyn @ n8SGnipovE"" checks",2020-09-26T02:09:28.478Z,160108616847900
"""Tristan @ 5N06FS8FIV"" checks",2020-09-26T02:09:26.665Z,160108616666600
"flop:  [K♣, 3♠, 9♦]",2020-09-26T02:09:24.515Z,160108616451700
"""Katelyn @ n8SGnipovE"" checks",2020-09-26T02:09:23.708Z,160108616370900
"""Tristan @ 5N06FS8FIV"" calls 12",2020-09-26T02:09:20.694Z,160108616069400
"""Speedy @ Wx7WWwDMS7"" folds",2020-09-26T02:09:19.429Z,160108615943000
"""Aiden @ 9E_m9T7j79"" folds",2020-09-26T02:09:16.663Z,160108615666400
